session_id,session_date,channel_grouping,source,medium,campaign,landing_page,device_category,pageviews,sessions,bounce,time_on_site_secs,converted,order_value_gbp,user_id,country,new_vs_returning 
sess_392426,2024/06/12,paid social,email,(none),UGC_Serum_Test,/landing/summer-sale,tablet,,1,0,391,0,,usr_53785,GB,New
sess_784829,2024-08-02,EMAIL,pinterest,CPC,retargeting_cart_feb24,/landing/summer-sale,,7,1,0,440,0,,usr_61031,United States,Returning
sess_858183,02/05/2024,EMAIL,email,(none),retargeting_cart_feb24,/landing/new-in,mob,3,1,0,503,0,,,United Kingdom,returning
sess_593050,2024/07/16,organic_search,google,none,NULL,/collections/spf,,2,1,0,821,0,,usr_44406,UK,new
sess_456342,13-Mar-2024,email,bing,(none),Generic_Skincare_Broad,/products/retinol-night-cream,mobile,15,1,0,268,0,,usr_38969,Ireland,new
sess_265992,17/10/2024,EMAIL,pinterest,,BRAND_Awareness_Q2,/products/hyaluronic-acid,Desktop,11,1,0,332,0,,usr_77740,GB,
sess_994026,13/09/2024,PAID_SEARCH,google,organic,UGC_Serum_Test,/products/hyaluronic-acid,desktop,6,1,0,555,0,,usr_93707,,
sess_796510,2024-01-17,organic_search,META,referral,retargeting_cart_feb24,/collections/eye-care,Mobile,7,1,0,661,1,74.44,usr_21974,UK,Returning
sess_317822,2024-04-26,email,Google,social,Shopping_Moisturisers,/landing/summer-sale,mobile,4,1,0,619,0,,usr_68017,United States,
sess_578417,01-01-2024,,META,referral,RLSA_CartAbandoners,/landing/summer-sale,tablet,5,1,0,792,0,,usr_71670,GB,returning
sess_199161,08-14-2024,paid social,META,referral,BRAND_Awareness_Q2,/products/hyaluronic-acid,Mobile,6,1,0,673,0,,usr_89970,Ireland,returning
sess_927062,01/08/2024,direct,bing,CPC,Competitor_KW_BMM,collections/serums,MOBILE,13,1,0,763,0,,usr_28340,,
sess_794214,11/05/2024,email,Google,organic,retargeting_cart_feb24,/landing/summer-sale,,5,1,0,872,0,,usr_61126,AUS,NEW
sess_162198,02-21-2024,paid_search,meta,none,Awareness_Serum_Jan24 ,/products/retinol-night-cream,desktop,1,1,1,,0,,usr_96598,,
sess_909606,04/02/2024,paid_social,email,CPC,,/products/retinol-night-cream,mobile,14,1,0,824,0,,usr_73747,,NEW
sess_693194,2024/08/11,PAID_SEARCH,bing,organic,Shopping_Serums,/landing/new-in,desktop,1,1,1,,0,,usr_35020,Australia,returning
sess_874831,18-Mar-2024,organic_search,,,Conversion_NightCream_Q3,/products/hyaluronic-acid,Mobile,11,1,0,358,0,,usr_95670,Ireland,
sess_260017,2024/04/06,referral,bing,social,BRAND_Awareness_Q2,/products/spf50-drops,Mobile,13,1,0,171,1,79.4,,,
sess_318716,13-Jul-2024,EMAIL,meta,,NULL,/products/hyaluronic-acid,desktop,1,1,1,,0,,usr_51534,United States,NEW
sess_367685,2024-09-17,referral,(direct),none,Brand_KW_Exact ,/,MOBILE,,1,0,,0,,usr_46007,Ireland,Returning
sess_109724,03-06-2024,referral,tiktok,email,Awareness_Serum_Jan24 ,collections/serums,mob,9,1,0,179,1,78.81,usr_91960,US,New
sess_447688,15-Jan-2024,EMAIL,tiktok,cpc,Conversion_NightCream_Q3,/products/vitamin-c-serum,,15,1,0,,0,,,United Kingdom,returning
sess_369338,2024/03/06,email,META,email,Prospecting_Glow_Mar24,/,desktop,6,1,0,692,0,,usr_49466,AUS,NEW
sess_379682,08-Mar-2024,,email,cpc,Retargeting_Cart_Feb24,/collections/moisturisers,,6,1,0,452,0,,usr_34608,Australia,Returning
sess_375570,06/10/2024,direct,Google,(none),Generic_Skincare_Broad,collections/serums,desktop,8,1,0,140,0,,,United States,New
sess_847315,2024/05/31,paid_social,META,social,BRAND_Awareness_Q2,/collections/spf,tablet,3,1,0,375,0,,usr_79881,United States,NEW
sess_266461,2024/02/21,EMAIL,email,none,RLSA_CartAbandoners,,mob,-11,1,0,189,0,,usr_42942,US,
sess_170060,31/01/2024,Organic_Search,unknown,social,NULL,/products/glow-cream,MOBILE,13,1,0,440,0,,usr_29902,GB,
sess_222989,2024-09-23,paid social,Google,CPC,Retargeting_Cart_Feb24,,,5,1,0,556,0,,usr_73871,United States,New
sess_732622,2024-11-02,,(direct),referral,Brand_KW_Exact ,/products/spf50-drops,Desktop,14,1,0,391,0,,usr_73641,AUS,returning
sess_209015,2024-12-28,EMAIL,unknown,organic,,/products/retinol-night-cream,MOBILE,8,1,0,594,0,,usr_94815,AUS,
sess_518059,11-17-2024,paid_search,pinterest,(none),DPA_AllProducts_Q4,/collections/eye-care,Mobile,12,1,0,816,0,,usr_93205,GB,NEW
sess_876685,2024/07/24,email,(direct),organic,,/collections/eye-care,MOBILE,13,1,0,376,0,,usr_54171,Ireland,Returning
sess_216895,07-Apr-2024,EMAIL,email,none,Awareness_Serum_Jan24 ,/landing/new-in,tablet,10,1,0,337,0,,usr_48523,UK,Returning
sess_142753,05/05/2024,email,email,referral,Awareness_Serum_Jan24,/landing/summer-sale,MOBILE,9,1,0,178,0,,usr_34386,Australia,returning
sess_841076,07-05-2024,paid_search,tiktok,social,Shopping_Moisturisers,,,13,1,0,840,0,,usr_39861,,Returning
sess_702154,2024-01-28,referral,tiktok,CPC,NULL,/products/glow-cream,mobile,8,1,0,653,1,119.57,usr_38207,US,
sess_343861,2024-10-18,EMAIL,bing,organic,RLSA_CartAbandoners,/products/hyaluronic-acid,Mobile,13,1,0,540,0,,,AUS,new
sess_523158,2024-10-20,direct,pinterest,(none),DPA_AllProducts_Q4,/collections/moisturisers,desktop,12,1,0,721,0,,usr_12673,United Kingdom,New
sess_200128,,Organic_Search,,organic,BRAND_Awareness_Q2,/landing/summer-sale,Mobile,1,1,1,,0,,usr_30273,GB,
sess_909483,2024-03-31,direct,meta,email,retargeting_cart_feb24,/landing/summer-sale,tablet,9,1,0,172,0,,usr_96309,Australia,New
sess_168643,2024-06-22,PAID_SEARCH,unknown,organic,Prospecting_Glow_Mar24,/collections/spf,MOBILE,4,1,0,394,0,,usr_27757,United States,
sess_556276,07-12-2024,PAID_SEARCH,(direct),cpc,Retargeting_Cart_Feb24,/products/vitamin-c-serum,tablet,2,1,0,,0,,usr_16187,Australia,NEW
sess_965488,16/12/2024,paid_search,tiktok,CPC,BRAND_Awareness_Q2,/products/retinol-night-cream,mobile,14,1,0,464,0,,usr_25247,United Kingdom,
sess_971685,18/06/2024,EMAIL,pinterest,referral,Brand_KW_Exact ,/products/glow-cream,mobile,3,1,0,419,0,,usr_34837,AUS,New
sess_514678,22-Jan-2024,paid_search,bing,referral,,/products/spf50-drops,Desktop,12,1,0,805,0,,usr_25650,United States,NEW
sess_310541,2024-03-06,email,bing,email,,,Mobile,9,1,0,56,0,,usr_11862,Ireland,new
sess_467124,24/08/2024,referral,,(none),Conversion_NightCream_Q3,/products/glow-cream,tablet,4,1,0,679,0,,usr_18536,,
sess_437281,08-Jul-2024,organic_search,pinterest,organic,,/products/retinol-night-cream,mobile,1,1,1,,0,,usr_94513,Australia,
sess_614391,11-09-2024,email,unknown,none,retargeting_cart_feb24,/collections/serums,Desktop,5,1,0,373,0,,usr_80975,Australia,
sess_525504,03-Aug-2024,paid_social,email,social,NULL,/products/retinol-night-cream,,15,1,0,447,0,,usr_94410,Australia,New
sess_574291,02/06/2024,,META,,BRAND_Awareness_Q2,/collections/eye-care,tablet,15,1,0,872,0,,usr_29750,AUS,
sess_610326,2024-06-10,,google,organic,NULL,/products/hyaluronic-acid,Desktop,10,1,0,801,0,,usr_86473,AUS,
sess_417970,21-Feb-2024,paid_social,unknown,referral,Conversion_NightCream_Q3,/collections/eye-care,,13,1,0,595,0,,usr_71972,GB,NEW
sess_957684,2024/07/04,referral,meta,organic,brand_kw_exact,/products/spf50-drops,desktop,15,1,0,471,0,,usr_93128,UK,
sess_718998,01-Aug-2024,referral,google,referral,Competitor_KW_BMM,/products/glow-cream,,3,1,0,393,0,,,United Kingdom,Returning
sess_498476,07-17-2024,paid social,pinterest,CPC,NULL,/landing/new-in,Desktop,1,1,1,,0,,usr_21114,Ireland,
sess_234769,2024-02-24,organic_search,bing,organic,Brand_KW_Exact ,/landing/summer-sale,mob,4,1,0,96,0,,usr_28181,UK,
sess_104027,09/08/2024,PAID_SEARCH,tiktok,cpc,,/products/hyaluronic-acid,Desktop,13,1,0,722,1,50.68,usr_19932,Ireland,Returning
sess_766157,30/10/2024,,unknown,email,Prospecting_Glow_Mar24,,MOBILE,5,1,0,635,0,,usr_11572,UK,new
sess_734919,13-Dec-2024,direct,bing,social,,/collections/spf,,2,1,0,602,0,,usr_62853,AUS,Returning
sess_504293,02/08/2024,Organic_Search,pinterest,email,retargeting_cart_feb24,/collections/serums,tablet,1,1,1,,0,,usr_30750,,Returning
sess_858885,2024-09-12,referral,,social,DSA_AllProducts,/products/spf50-drops,Desktop,7,1,0,465,0,,usr_91065,UK,NEW
sess_859962,10-Jul-2024,email,bing,CPC,DSA_AllProducts,/landing/new-in,mob,13,1,0,725,0,,usr_92926,United States,NEW
sess_959472,2024/05/07,referral,Google,referral,Brand_KW_Exact,collections/serums,tablet,8,1,0,-596,0,,usr_39272,Ireland,NEW
sess_253218,2024/05/19,EMAIL,google,social,RLSA_CartAbandoners,collections/serums,mobile,6,1,0,516,0,,usr_13777,Australia,returning
sess_254785,08-16-2024,email,Google,email,Awareness_Serum_Jan24,NULL,,11,1,0,411,0,,,Australia,returning
sess_742863,18-Jan-2024,paid_search,tiktok,,,collections/serums,mob,11,1,0,309,1,70.19,usr_78770,Australia,NEW
sess_953922,2024/04/16,organic_search,email,cpc,Conversion_NightCream_Q3,NULL,mob,8,1,0,182,0,,usr_12523,US,
sess_535094,2024-10-08,EMAIL,META,email,Awareness_Serum_Jan24 ,,Desktop,2,1,0,61,0,,usr_36422,US,new
sess_511704,02/03/2024,paid_social,pinterest,social,Shopping_Moisturisers,/products/glow-cream,Mobile,11,1,0,312,0,,usr_17126,United States,new
sess_124969,07-Jun-2024,Organic_Search,Google,email,DSA_AllProducts,/products/glow-cream,Mobile,-1,1,1,,0,,usr_14089,United Kingdom,New
sess_499948,2024-10-17,direct,google,cpc,UGC_Serum_Test,/landing/summer-sale,Mobile,3,1,0,119,0,,usr_13980,AUS,New
sess_346208,21/08/2024,paid_search,,(none),Generic_Skincare_Broad,/collections/serums,mobile,14,1,0,613,1,75.45,usr_36568,United Kingdom,Returning
sess_569750,01/01/2024,organic_search,meta,(none),Shopping_Serums,/collections/eye-care,tablet,11,1,0,65,0,,usr_86049,AUS,new
sess_805332,09-10-2024,,META,email,,NULL,tablet,11,1,0,575,0,,usr_30896,GB,Returning
sess_515603,02-11-2024,paid social,tiktok,CPC,,collections/serums,MOBILE,14,1,0,449,0,,usr_56023,UK,
sess_974878,21/12/2024,paid_search,(direct),none,BRAND_Awareness_Q2,/products/vitamin-c-serum,,15,1,0,-791,0,,usr_34341,UK,returning
sess_542412,07-02-2024,Organic_Search,Google,cpc,Retargeting_Cart_Feb24,/collections/spf,,11,1,0,,0,,usr_22845,Ireland,
sess_128655,07-13-2024,paid social,email,organic,NULL,/products/retinol-night-cream,mobile,1,1,1,,0,,usr_69139,Australia,
sess_808043,2024/01/15,,(direct),,Generic_Skincare_Broad,/products/hyaluronic-acid,mob,15,1,0,538,0,,usr_20069,AUS,returning
sess_945993,30-Nov-2024,email,meta,email,brand_kw_exact,/landing/summer-sale,,15,1,0,200,0,,usr_93208,Australia,new
sess_836150,04/08/2024,paid_social,tiktok,email,Generic_Skincare_Broad,/landing/new-in,Desktop,2,1,0,86,0,,usr_86299,,Returning
sess_239685,12-25-2024,paid_social,email,social,DSA_AllProducts,/collections/moisturisers,MOBILE,7,1,0,31,1,71.51,,UK,New
sess_359069,16-Nov-2024,organic_search,,CPC,brand_kw_exact,/collections/moisturisers,tablet,13,1,0,443,0,,usr_63284,GB,NEW
sess_910653,2024-02-08,referral,(direct),CPC,Shopping_Serums,,,7,1,0,,1,26.65,usr_99415,GB,New
sess_459042,2024/09/29,email,bing,social,UGC_Serum_Test,/collections/spf,MOBILE,9,1,0,651,0,,usr_34687,GB,
sess_820480,12-17-2024,,,CPC,Brand_KW_Exact ,/collections/spf,,6,1,0,749,0,,,UK,returning
sess_512175,01-02-2024,paid social,email,none,DSA_AllProducts,/landing/summer-sale,mob,2,1,0,213,0,,,UK,NEW
sess_233611,,referral,(direct),social,brand_kw_exact,collections/serums,mob,15,1,0,780,0,,usr_51512,GB,returning
sess_746233,09/01/2024,Organic_Search,Google,email,DPA_AllProducts_Q4,/collections/moisturisers,MOBILE,3,1,0,113,0,,usr_37969,UK,returning
sess_875070,15-Jul-2024,paid social,google,none,brand_kw_exact,/products/hyaluronic-acid,MOBILE,14,1,0,649,0,,usr_56303,United States,Returning
sess_592529,01-13-2024,referral,Google,(none),Prospecting_Glow_Mar24,/collections/spf,mob,11,1,0,596,0,,usr_38722,,Returning
sess_499973,2024-07-05,EMAIL,google,,Generic_Skincare_Broad,/products/hyaluronic-acid,Desktop,1,1,1,,0,,usr_31840,United States,NEW
sess_786420,2024/03/31,paid_search,meta,email,,collections/serums,tablet,5,1,0,581,0,,usr_11146,GB,NEW
sess_625245,2024/09/15,referral,(direct),(none),LookAlike_SPF_Apr24,/products/hyaluronic-acid,mobile,-15,1,0,78,0,,usr_70394,AUS,returning
sess_861512,25-Jul-2024,direct,pinterest,(none),Retargeting_Cart_Feb24,/products/retinol-night-cream,Desktop,15,1,0,557,0,,usr_49258,Ireland,New
sess_912721,22-Nov-2024,email,email,referral,Generic_Skincare_Broad,/collections/spf,,13,1,0,170,0,,usr_29075,UK,New
sess_505334,30-Nov-2024,paid_search,email,,LookAlike_SPF_Apr24,/,,14,1,0,463,0,,usr_13164,Ireland,returning
sess_442406,2024/05/25,organic_search,META,,Awareness_Serum_Jan24 ,/products/spf50-drops,,6,1,0,72,0,,,Australia,
sess_417624,2024/01/07,direct,,organic,Retargeting_Cart_Feb24,/landing/summer-sale,Mobile,3,1,0,219,0,,,AUS,new
sess_490192,2024/08/28,paid_social,,referral,,/collections/moisturisers,MOBILE,5,1,0,610,0,,usr_75388,Australia,NEW
sess_370157,24/02/2024,paid_search,META,none,,/collections/moisturisers,,14,1,0,171,0,,usr_17458,Australia,returning
sess_449999,08-Jul-2024,Organic_Search,(direct),email,brand_kw_exact,/products/spf50-drops,desktop,-2,1,0,335,0,,usr_80827,UK,
sess_153852,01-02-2024,,google,referral,Retargeting_Cart_Feb24,/products/vitamin-c-serum,mobile,8,1,0,,0,,usr_61231,AUS,NEW
sess_977500,2024/09/26,paid_search,email,cpc,,/,,2,1,0,871,0,,usr_62572,United States,new
sess_320774,03/05/2024,paid_social,(direct),CPC,,/products/spf50-drops,Desktop,8,1,0,172,1,,usr_30516,Ireland,New
sess_942664,09-May-2024,paid_social,pinterest,,retargeting_cart_feb24,/products/spf50-drops,mob,7,1,0,211,0,,usr_89157,US,
,2024/01/05,email,bing,,Brand_KW_Exact,/products/retinol-night-cream,Mobile,11,1,0,389,0,,usr_69631,,
sess_448762,2024/01/10,EMAIL,bing,social,UGC_Serum_Test,NULL,Mobile,7,1,0,623,0,,usr_10561,United Kingdom,returning
sess_102359,2024/08/08,,unknown,cpc,Shopping_Moisturisers,/collections/eye-care,desktop,1,1,1,,0,,usr_53068,,returning
sess_778264,05-05-2024,Organic_Search,pinterest,email,,/products/glow-cream,desktop,8,1,0,41,0,,usr_10436,UK,new
sess_218877,2024/08/19,direct,bing,CPC,BRAND_Awareness_Q2,/products/glow-cream,desktop,6,1,0,144,0,,usr_78430,,
sess_456705,2024/07/18,,,organic,NULL,/collections/eye-care,,13,1,0,794,0,,usr_58348,United Kingdom,
sess_472686,2024-01-09,paid_social,,organic,DSA_AllProducts,/landing/new-in,mob,11,1,0,401,0,,usr_93634,US,returning
sess_211751,01-29-2024,Organic_Search,META,(none),UGC_Serum_Test,/collections/serums,mob,5,1,0,700,0,,usr_78806,UK,New
sess_433774,2024/03/04,paid social,meta,,,,Desktop,3,1,0,610,0,,usr_50880,Australia,new
sess_154582,03-11-2024,Organic_Search,(direct),,Conversion_NightCream_Q3,/products/hyaluronic-acid,desktop,,1,0,116,0,,usr_38628,GB,
sess_527725,03/01/2024,organic_search,,social,UGC_Serum_Test,/products/spf50-drops,MOBILE,11,1,0,555,0,,usr_26337,US,
sess_220178,26/07/2024,paid_social,email,cpc,Generic_Skincare_Broad,/collections/moisturisers,desktop,10,1,0,215,0,,usr_11803,Ireland,Returning
sess_779438,04/03/2024,,pinterest,social,DPA_AllProducts_Q4,,,14,1,0,397,0,,usr_70128,United States,new
sess_392896,03-31-2024,direct,Google,referral,Brand_KW_Exact,/landing/summer-sale,,7,1,0,,0,,usr_38688,,Returning
sess_856277,2024-07-08,paid_search,meta,referral,Conversion_NightCream_Q3,/collections/eye-care,tablet,-9,1,0,280,0,,usr_12565,,
sess_302814,05-Apr-2024,,,CPC,DSA_AllProducts,,mobile,2,1,0,770,0,,usr_79794,United States,
sess_179973,2024-02-22,paid_search,META,email,BRAND_Awareness_Q2,/products/vitamin-c-serum,mobile,10,1,0,160,0,,usr_94281,AUS,New
sess_348207,2024-11-09,PAID_SEARCH,META,cpc,DSA_AllProducts,/collections/moisturisers,mob,2,1,0,115,0,,usr_85454,Australia,new
sess_683309,22/12/2024,email,tiktok,social,UGC_Serum_Test,/collections/eye-care,,3,1,0,47,0,,usr_58056,US,returning
sess_166341,22-Mar-2024,paid_search,tiktok,email,Competitor_KW_BMM,NULL,mob,8,1,0,,0,,usr_79841,United States,returning
sess_977333,,Organic_Search,META,organic,LookAlike_SPF_Apr24,/products/hyaluronic-acid,Mobile,5,1,0,343,0,,usr_83408,GB,Returning
sess_343060,03-05-2024,paid social,(direct),,,/landing/summer-sale,Mobile,4,1,0,71,0,,usr_21715,AUS,
sess_184050,,organic_search,google,cpc,retargeting_cart_feb24,collections/serums,desktop,8,1,0,188,0,,usr_22879,,New
sess_884829,2024-11-05,paid social,(direct),organic,Awareness_Serum_Jan24 ,/products/retinol-night-cream,Desktop,1,1,1,,0,,usr_33032,US,New
sess_591650,01-21-2024,paid_search,META,email,Shopping_Moisturisers,/products/spf50-drops,Desktop,9,1,0,465,1,85.53,usr_32313,Australia,NEW
sess_755377,2024/08/28,paid social,bing,cpc,,NULL,tablet,1,1,1,,0,,usr_26044,US,New
sess_655000,03/01/2024,paid social,email,organic,Conversion_NightCream_Q3,/products/vitamin-c-serum,MOBILE,5,1,0,660,0,,usr_84897,US,
sess_540191,2024-03-07,PAID_SEARCH,pinterest,none,,/products/glow-cream,mobile,6,1,0,759,0,,usr_58371,GB,
sess_188716,2024/08/28,organic_search,meta,,RLSA_CartAbandoners,/products/glow-cream,tablet,7,1,0,335,0,,,United Kingdom,new
sess_326632,16-Apr-2024,email,meta,(none),NULL,/products/vitamin-c-serum,Mobile,13,1,0,863,0,,usr_74563,Australia,
sess_526400,01-18-2024,Organic_Search,META,,RLSA_CartAbandoners,/collections/serums,Mobile,12,1,0,98,0,,usr_23991,Australia,Returning
sess_649317,2024/01/07,paid_search,pinterest,social,brand_kw_exact,/products/hyaluronic-acid,desktop,4,1,0,724,0,,usr_78938,US,new
sess_516286,28/09/2024,email,META,social,,/products/vitamin-c-serum,mobile,8,1,0,371,0,,usr_78115,United Kingdom,
sess_930505,2024-06-21,paid_search,pinterest,cpc,BRAND_Awareness_Q2,/collections/serums,Mobile,4,1,0,524,0,,usr_13574,AUS,
sess_284033,21-Apr-2024,,pinterest,email,RLSA_CartAbandoners,/products/glow-cream,mobile,5,1,0,368,0,,usr_79181,United States,Returning
sess_799512,2024-10-08,paid_search,Google,cpc,Retargeting_Cart_Feb24,/products/retinol-night-cream,desktop,12,1,0,561,0,,usr_12067,AUS,NEW
sess_522424,11-02-2024,paid social,,(none),RLSA_CartAbandoners,/landing/new-in,MOBILE,12,1,0,606,0,,,United Kingdom,new
sess_930785,09-Apr-2024,Organic_Search,google,cpc,DSA_AllProducts,/collections/eye-care,MOBILE,3,1,0,214,0,,usr_38299,United States,Returning
sess_794727,2024-11-04,direct,bing,organic,,/products/spf50-drops,tablet,15,1,0,390,0,,usr_29216,US,NEW
sess_496672,25/06/2024,email,bing,organic,BRAND_Awareness_Q2,/products/spf50-drops,Mobile,7,1,0,665,1,67.16,usr_13860,GB,
sess_800151,2024/09/20,email,unknown,CPC,,/products/vitamin-c-serum,mobile,7,1,0,634,1,23.63,,Australia,
sess_710756,14-Aug-2024,PAID_SEARCH,(direct),cpc,Generic_Skincare_Broad,/,MOBILE,11,1,0,441,0,,usr_82805,AUS,returning
sess_150011,2024/03/23,direct,email,(none),Awareness_Serum_Jan24 ,/collections/spf,tablet,10,1,0,736,0,,usr_71235,UK,Returning
sess_272252,2024/12/13,,Google,CPC,BRAND_Awareness_Q2,/products/vitamin-c-serum,Desktop,2,1,0,-100,0,,usr_32111,Ireland,returning
sess_145090,18-Feb-2024,PAID_SEARCH,tiktok,(none),retargeting_cart_feb24,,tablet,7,1,0,302,0,,usr_87200,GB,Returning
sess_540263,28-Mar-2024,email,META,organic,retargeting_cart_feb24,/collections/spf,mob,10,1,0,579,0,,usr_13003,,returning
sess_224775,20/08/2024,organic_search,google,email,retargeting_cart_feb24,/collections/eye-care,tablet,8,1,0,736,0,,,Ireland,returning
sess_820106,2024/05/15,paid_social,pinterest,cpc,Shopping_Serums,/products/glow-cream,Desktop,7,1,0,603,0,,usr_26629,United Kingdom,New
sess_825397,04-27-2024,,,,Prospecting_Glow_Mar24,/products/glow-cream,,11,1,0,881,0,,usr_95830,Ireland,Returning
sess_521164,08-17-2024,Organic_Search,,(none),Shopping_Serums,/landing/new-in,MOBILE,7,1,0,509,0,,usr_26972,United States,
sess_774554,2024-09-29,direct,unknown,CPC,Brand_KW_Exact,/products/retinol-night-cream,,6,1,0,717,0,,usr_46647,GB,new
sess_381356,05-08-2024,paid_social,unknown,,DPA_AllProducts_Q4,NULL,Mobile,3,1,0,556,0,,usr_23513,GB,
sess_443807,05/04/2024,EMAIL,,social,brand_kw_exact,/collections/spf,desktop,9,1,0,799,0,,usr_94649,US,NEW
,2024/06/13,paid_search,META,organic,LookAlike_SPF_Apr24,/products/retinol-night-cream,mobile,13,1,0,519,0,,usr_40935,United Kingdom,new
sess_422521,02-15-2024,EMAIL,pinterest,,Competitor_KW_BMM,/collections/spf,Desktop,6,1,0,320,0,,usr_24300,UK,new
sess_501533,11-Nov-2024,organic_search,tiktok,,,/products/hyaluronic-acid,mob,9,1,0,144,0,,,Ireland,NEW
sess_930782,08-18-2024,paid social,,CPC,,NULL,tablet,9,1,0,472,0,,usr_25552,Australia,New
sess_992351,04/01/2024,paid_search,tiktok,organic,,/collections/serums,,15,1,0,60,0,,usr_82816,UK,new
sess_650284,11/11/2024,Organic_Search,unknown,referral,Awareness_Serum_Jan24 ,/products/hyaluronic-acid,tablet,7,1,0,415,0,,usr_19121,GB,New
sess_299673,2024-02-02,Organic_Search,meta,none,retargeting_cart_feb24,/landing/new-in,mobile,3,1,0,224,0,,usr_21415,GB,new
sess_436434,2024-05-13,referral,meta,(none),Generic_Skincare_Broad,/,mobile,12,1,0,391,0,,usr_25850,GB,
sess_564412,21/04/2024,paid_social,,social,retargeting_cart_feb24,/,mob,15,1,0,598,0,,usr_40968,GB,Returning
sess_481359,25-Dec-2024,paid_search,unknown,(none),Brand_KW_Exact,/collections/serums,Desktop,4,1,0,828,0,,usr_75289,UK,returning
sess_989133,25-Oct-2024,paid social,meta,CPC,Shopping_Serums,/landing/new-in,,8,1,0,22,1,23.65,usr_17115,GB,New
sess_681131,09-07-2024,,bing,CPC,Brand_KW_Exact ,,mobile,10,1,0,850,0,,usr_60836,Ireland,New
sess_270922,17/04/2024,EMAIL,,referral,DPA_AllProducts_Q4,/,mobile,-14,1,0,765,0,,usr_64471,UK,NEW
sess_738265,28-Feb-2024,Organic_Search,unknown,organic,NULL,/products/vitamin-c-serum,MOBILE,3,1,0,427,0,,usr_90938,AUS,new
sess_654859,12-Aug-2024,Organic_Search,,email,Generic_Skincare_Broad,collections/serums,tablet,15,1,0,274,0,,,,
sess_453533,,EMAIL,bing,CPC,Prospecting_Glow_Mar24,/,Mobile,10,1,0,700,0,,usr_86475,United Kingdom,Returning
sess_224413,13/03/2024,email,(direct),,DSA_AllProducts,/products/spf50-drops,tablet,5,1,0,215,0,,usr_31804,United Kingdom,
sess_552168,2024-08-06,referral,tiktok,cpc,,/collections/serums,,14,1,0,,0,,usr_75062,AUS,new
sess_488904,08-14-2024,PAID_SEARCH,tiktok,referral,Awareness_Serum_Jan24,/landing/new-in,desktop,10,1,0,713,0,,usr_13492,Australia,New
sess_389585,2024-02-16,paid_social,meta,cpc,BRAND_Awareness_Q2,/products/spf50-drops,Mobile,8,1,0,185,1,27.94,usr_47712,,returning
sess_939937,2024/07/24,,pinterest,referral,BRAND_Awareness_Q2,/collections/serums,Mobile,3,1,0,136,0,,usr_67603,Australia,returning
sess_182767,,direct,pinterest,CPC,Awareness_Serum_Jan24,collections/serums,,10,1,0,85,0,,,US,NEW
sess_678850,02-04-2024,email,meta,,brand_kw_exact,/collections/serums,Desktop,14,1,0,752,0,,usr_61773,,
sess_168281,2024-04-11,Organic_Search,meta,(none),Retargeting_Cart_Feb24,/products/retinol-night-cream,Mobile,8,1,0,624,0,,usr_37647,,NEW
sess_696076,28/02/2024,organic_search,google,,LookAlike_SPF_Apr24,/collections/serums,mobile,10,1,0,476,0,,usr_81532,UK,
sess_745093,2024-10-19,PAID_SEARCH,META,referral,,NULL,MOBILE,9,1,0,629,0,,usr_25760,Ireland,
sess_698828,2024-08-13,Organic_Search,Google,email,Brand_KW_Exact,/products/glow-cream,desktop,9,1,0,-402,0,,usr_76964,US,NEW
sess_686876,2024-09-15,direct,bing,organic,Prospecting_Glow_Mar24,/products/spf50-drops,MOBILE,3,1,0,494,0,,usr_33203,,new
sess_471240,2024-02-24,EMAIL,unknown,none,Conversion_NightCream_Q3,,mobile,13,1,0,491,0,,,,returning
sess_472843,2024/10/23,email,pinterest,,Retargeting_Cart_Feb24,/products/hyaluronic-acid,MOBILE,13,1,0,268,0,,usr_68349,UK,NEW
sess_193513,2024/06/02,,email,organic,DSA_AllProducts,,tablet,2,1,0,239,0,,usr_82914,Australia,
sess_273616,2024-07-03,email,,none,Prospecting_Glow_Mar24,/,desktop,15,1,0,305,0,,usr_80548,,NEW
sess_864921,2024/01/02,paid_search,bing,none,DPA_AllProducts_Q4,/products/retinol-night-cream,Mobile,14,1,0,430,0,,usr_82030,,new
sess_194682,2024/06/16,,unknown,CPC,Brand_KW_Exact,/collections/serums,desktop,6,1,0,622,0,,usr_39762,,NEW
sess_317203,08-03-2024,EMAIL,,cpc,Brand_KW_Exact ,collections/serums,Desktop,6,1,0,274,0,,usr_59157,US,
sess_743186,08-10-2024,referral,bing,(none),Awareness_Serum_Jan24,collections/serums,mob,7,1,0,529,0,,,GB,new
sess_524082,14-Jul-2024,,,,Generic_Skincare_Broad,NULL,tablet,13,1,0,153,0,,usr_69234,AUS,returning
sess_240862,06-10-2024,paid social,(direct),,,,mobile,10,1,0,88,0,,usr_73071,,New
sess_724452,07-02-2024,paid_social,pinterest,organic,Retargeting_Cart_Feb24,/products/glow-cream,,8,1,0,824,0,,usr_60576,,NEW
sess_958784,21/11/2024,paid social,(direct),,Generic_Skincare_Broad,/products/glow-cream,mob,3,1,0,397,0,,usr_35796,UK,Returning
sess_847556,2024-08-17,PAID_SEARCH,pinterest,social,Brand_KW_Exact ,/,,5,1,0,808,0,,usr_59742,UK,new
sess_786874,04/10/2024,organic_search,unknown,none,Conversion_NightCream_Q3,/landing/new-in,tablet,1,1,1,,0,,usr_40083,United Kingdom,
