report_date,account_id,account_name,campaign_name,campaign_objective,adset_name,ad_name,placement,impressions,reach,clicks,spend_gbp,ctr_pct,cpc_gbp,conversions,conversion_value_gbp,roas,frequency,currency 
05/08/2024,act_1141106,Luminae Beauty Ltd,Awareness_Serum_Jan24,BRAND_AWARENESS,AdSet_25-34F,Ad_Carousel_Serum,Audience Network,26945,24634,493,428.12,1.83,,43,867.49,2.03,1.09,GBP 
05-06-2024,act_5080875,Luminae Beauty Ltd,Awareness_Serum_Jan24,BRAND_AWARENESS,AdSet_18-24F,Ad_Video_Glow,Feed,13417,11271,345,437.05,2.57,1.27,36,2594.15,5.94,1.19,
04-25-2024,act_2743568,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,TRAFFIC,AdSet_retarget_visitors,Ad_Static_SPF,feed,47985,39292,2044,,4.26,0.01,86,3453.98,315.72,1.22,GBP
2024/09/27,act_9233976,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,BRAND_AWARENESS,AdSet_35-44F,Ad_Video_Glow,REELS,7644,6211,27,318.29,0.35,,1,83.46,0.26,1.23,gbp
23-Oct-2024,act_5985659,Luminae Beauty Ltd,,conversions,AdSet_lookalike_purchasers,Ad_Carousel_Serum,stories,31037,25935,832,127.59,2.68,0.15,43,1848.85,14.49,1.2,GBP
2024/06/16,act_5226400,Luminae Beauty Ltd,,BRAND_AWARENESS,AdSet_18-24F,Ad_Static_SPF,Audience Network,34587,21132,1527,192.76,4.42,0.13,-120,2785.53,14.45%,1.64%,
28-Jul-2024,act_9528580,Luminae Beauty Ltd,Prospecting_Glow_Mar24,,AdSet_retarget_visitors,Ad_Video_Glow,REELS,504,493,20,185.38,3.97,9.27,0,0.0,,1.02,GBP 
2024-11-13,act_1291345,Luminae Beauty Ltd,LookAlike_SPF_Apr24,Traffic,AdSet_35-44F,,REELS,26351,21318,,346.32,0.96,,27,686.43,1.98,1.24,GBP
2024-10-02,act_3009342,Luminae Beauty Ltd,DPA_AllProducts_Q4,,AdSet_25-34F,Ad_Static_SPF,Reels,,5316,135,104.4,1.6,0.77,9,318.18,3.05,1.59,GBP
14/10/2024,act_1365137,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,CONVERSIONS,AdSet_25-34F,Ad_Carousel_Serum,Stories,9884,9117,188,,1.9,2.6,13,559.47,1.15,1.08,GBP 
2024/07/03,act_6415515,Luminae Beauty Ltd,NULL,,AdSet_retarget_visitors,Ad_Static_SPF,REELS,-19545,16116,482,202.86,2.47,0.42,17,963.02,4.75,1.21,GBP
26/10/2024,act_7349462,Luminae Beauty Ltd,,,AdSet_18-24F,Ad_Carousel_Serum,Audience Network,38851,-33329,1177,496.62,3.03,0.42,23,430.4,0.87,1.17,GBP
06/12/2024,act_8904283,Luminae Beauty Ltd,Conversion_NightCream_Q3,,AdSet_18-24F,Ad_Video_Glow,stories,3340,2822,53,128.85,1.59,2.43,5,365.7,2.84,1.18,GBP 
16/06/2024,act_2187134,Luminae Beauty Ltd,,BRAND_AWARENESS,AdSet_35-44F,Ad_UGC_1,feed,25934,24697,292,295.31,1.13,1.01,34,978.62,3.31,,gbp
04/06/2024,act_2364967,,Awareness_Serum_Jan24 ,,AdSet_18-24F,Ad_Carousel_Serum,feed,5961,5506,162,382.58,2.72,2.36,14,362.85,0.95,1.08,GBP
17/03/2024,act_9913032,Luminae Beauty Ltd,DPA_AllProducts_Q4,conversions,AdSet_18-24F,Ad_Carousel_Serum,Feed,8218,6706,409,430.68 ,4.98,1.05,37,,6.76,1.23,
16-Sep-2024,act_3544416,Luminae Beauty Ltd,Awareness_Serum_Jan24,BRAND_AWARENESS,AdSet_25-34F,Ad_UGC_2,Audience Network,9099,7438,,494.43,2.33,2.33,9,597.66,1.21,1.22,GBP
12-Jun-2024,act_7445428,Luminae Beauty Ltd,Prospecting_Glow_Mar24,CONVERSIONS,AdSet_lookalike_purchasers,,stories,-41916,28860,1667,223.86,3.98,0.13,187,4798.86,21.44,1.45,
10-16-2024,act_5147220,Luminae Beauty Ltd,UGC_Serum_Test,Traffic,AdSet_25-34F,Ad_UGC_1,Reels,6391,5651,111,196.57,1.74,1.77,10,884.62,4.5,1.13,gbp
03-27-2024,act_5166452,Luminae Beauty Ltd,retargeting_cart_feb24,BRAND_AWARENESS,AdSet_35-44F,Ad_Static_SPF,Audience Network,38984,28479,203,133.38,0.52,0.66,14,296.17,2.22,1.37,gbp
05-05-2024,act_4662763,Luminae Beauty Ltd,BRAND_Awareness_Q2,Traffic,AdSet_35-44F,Ad_Carousel_Serum,feed,24892,15651,214,370.22,0.86,1.73%,14,470.73,1.27,1.59,
16-Dec-2024,act_5819175,Luminae Beauty Ltd,DPA_AllProducts_Q4,,AdSet_retarget_visitors,Ad_Static_SPF,stories,-15435,10172,406,,2.63,,,1141.13,19.17,1.52,GBP 
03-18-2024,act_2275602,Luminae Beauty Ltd,Awareness_Serum_Jan24,Traffic,AdSet_18-24F,Ad_Static_SPF,Audience Network,9613,9306,52,433.56,0.54,8.34,0,0.0,,1.03%,GBP 
19/06/2024,act_3027560,Luminae Beauty Ltd,BRAND_Awareness_Q2,CONVERSIONS,AdSet_35-44F,,Stories,11837,9264,152,151.83,1.28,1.0,17,1015.35,6.69,1.28,GBP
12-14-2024,act_4508950,Luminae Beauty Ltd,DPA_AllProducts_Q4,BRAND_AWARENESS,AdSet_18-24F,Ad_UGC_1,Stories,4640,4479,152,470.68 ,3.28,3.1,12,426.63,0.91,1.04,GBP 
24-Jan-2024,act_2571492,Luminae Beauty Ltd,,,AdSet_lookalike_purchasers,Ad_Carousel_Serum,Audience Network,10816,,464,320.69,4.29,0.69,51,3484.56 ,10.87,,
2024-09-24,act_2507030,Luminae Beauty Ltd,BRAND_Awareness_Q2,CONVERSIONS,AdSet_lookalike_purchasers,Ad_UGC_1,stories,26014,22272,108,93.98,0.42,0.87,3,156.62,1.67,1.17,GBP
2024/08/11,act_8734530,Luminae Beauty Ltd,DPA_AllProducts_Q4,BRAND_AWARENESS,AdSet_retarget_visitors,Ad_UGC_2,REELS,31342,23841,310,264.03,0.99,0.85,6,461.33,1.75,1.31,GBP 
2024/07/03,act_6794654,Luminae Beauty Ltd,UGC_Serum_Test,TRAFFIC,AdSet_35-44F,Ad_Video_Glow,REELS,40255,25220,1213,255.25,3.01,0.21,68,2203.22,8.63,1.6,
05-Mar-2024,act_2812872,Luminae Beauty Ltd,UGC_Serum_Test,conversions,AdSet_retarget_visitors,Ad_Carousel_Serum,feed,20175,-12478,886,,4.39,0.46,78,3969.97,9.71,1.62,
08/04/2024,act_5439416,Luminae Beauty Ltd,,Traffic,AdSet_25-34F,Ad_Video_Glow,Stories,19637,16932,851,20.34,4.33,0.02,32,1852.56,91.08,1.16,GBP 
2024-02-01,act_7700831,Luminae Beauty Ltd,Retargeting_Cart_Feb24,CONVERSIONS,AdSet_retarget_visitors,Ad_Carousel_Serum,Feed,35435,21857,86,441.53,0.24,5.13,1,56.04,0.13,1.62,gbp
06-16-2024,act_4627106,Luminae Beauty Ltd,Retargeting_Cart_Feb24,Traffic,AdSet_25-34F,Ad_UGC_1,stories,9034,7113,23,238.84,0.25,10.38,1,86.53,0.36,1.27,GBP
06-13-2024,act_2964030,Luminae Beauty Ltd,Awareness_Serum_Jan24,,,Ad_Static_SPF,Stories,25114,21613,1142,493.27,4.55,0.43,136,10734.78%,21.76,1.16,GBP
2024/03/27,act_6043331,Luminae Beauty Ltd,BRAND_Awareness_Q2,Traffic,AdSet_35-44F,Ad_Static_SPF,Feed,,16212,521,165.83,2.24,0.32,55,2420.17,14.59,1.44,gbp
06-22-2024,act_5091246,Luminae Beauty Ltd,Retargeting_Cart_Feb24,TRAFFIC,AdSet_25-34F,Ad_UGC_1,Audience Network,7935,5698,287,455.87,3.62,1.59,12,700.42,1.54,1.39,gbp
2024/03/14,act_8589032,Luminae Beauty Ltd,Conversion_NightCream_Q3,,AdSet_35-44F,Ad_Video_Glow,REELS,28551,26296,1028,266.76,3.6,0.26,20,994.8,3.73,,GBP 
09-06-2024,act_1812361,Luminae Beauty Ltd,Retargeting_Cart_Feb24,TRAFFIC,AdSet_18-24F,Ad_UGC_1,Feed,,18156,1091,361.04,4.52,0.33,104,8903.59,24.66,1.33,
01-20-2024,act_4080944,Luminae Beauty Ltd,BRAND_Awareness_Q2,conversions,AdSet_25-34F,,Stories,47532,45074,180,448.61,0.38,2.49,9,628.48,1.4,1.05,GBP
03-30-2024,act_9556048,Luminae Beauty Ltd,LookAlike_SPF_Apr24,TRAFFIC,AdSet_lookalike_purchasers,Ad_Static_SPF,Audience Network,18767,15057,734,279.05,,,20,1621.04,,1.25,gbp
07/11/2024,act_8145187,Luminae Beauty Ltd,retargeting_cart_feb24,CONVERSIONS,AdSet_retarget_visitors,Ad_Video_Glow,,12273,12018,403,455.82,3.28,1.13,11,469.64,1.03,1.02,GBP
18/08/2024,act_1058548,Luminae Beauty Ltd,Conversion_NightCream_Q3,,AdSet_retarget_visitors,Ad_Video_Glow,Stories,35511,28629,868,217.5,2.44,0.25,89,4186.77,19.25,1.24,
15/06/2024,act_6641149,Luminae Beauty Ltd,retargeting_cart_feb24,Traffic,AdSet_18-24F,Ad_Static_SPF,feed,22919,-18884,59,184.6,0.26,3.13,1,58.95,0.32,1.21,GBP 
01-13-2024,act_3735373,Luminae Beauty Ltd,UGC_Serum_Test,CONVERSIONS,AdSet_retarget_visitors,Ad_UGC_1,Feed,21647,20354,944,299.06,4.36,0.32,85,6550.47,21.9,1.06,GBP
2024-10-01,act_5111638,Luminae Beauty Ltd,Conversion_NightCream_Q3,Traffic,AdSet_18-24F,Ad_Carousel_Serum,Reels,11285,9698,,280.5,2.22,1.12,11,293.61 ,1.05,1.16,gbp
17-Dec-2024,act_7809608,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,conversions,AdSet_35-44F,Ad_Carousel_Serum,stories,15197,10333,-540,55.16,3.55,0.1,-32,620.46,,1.47,GBP
25/04/2024,act_2904768,Luminae Beauty Ltd,Awareness_Serum_Jan24,CONVERSIONS,AdSet_25-34F,Ad_Static_SPF,feed,22837,21719,716,334.0,3.14,0.47,15,1221.65,3.66,1.05,GBP
10-Dec-2024,act_6913300,Luminae Beauty Ltd,Retargeting_Cart_Feb24,CONVERSIONS,AdSet_25-34F,Ad_Video_Glow,,3514,3505,53,251.11,1.51%,4.74,1,46.59,0.19,1.0,
14/06/2024,act_4000140,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,,AdSet_retarget_visitors,Ad_Static_SPF,,37927,27693,1325,45.01,3.49,0.03,,2863.76,63.62,1.37,GBP
2024-01-10,act_9815065,Luminae Beauty Ltd,Prospecting_Glow_Mar24,Traffic,AdSet_retarget_visitors,Ad_Video_Glow,,19482,12171,547,295.52,,0.54,1,45.9,0.16,1.6,GBP
2024-06-17,act_4701218,Luminae Beauty Ltd,DPA_AllProducts_Q4,TRAFFIC,AdSet_lookalike_purchasers,Ad_Video_Glow,Audience Network,16271,13405,425,,2.61%,0.28,34,2497.84,21.3,1.21,
2024/11/25,act_5093255,,NULL,CONVERSIONS,AdSet_lookalike_purchasers,Ad_Video_Glow,Feed,35639,32585,1519,108.36,4.26,0.07 ,174,5536.14,51.09,1.09,GBP
08-Jul-2024,act_8926013,Luminae Beauty Ltd,Prospecting_Glow_Mar24,,AdSet_18-24F,Ad_UGC_1,REELS,31859,25219,1324,35.77,4.16,0.03$,139,9999.22,279.54,1.26,
2024-07-12,act_5601966,Luminae Beauty Ltd,,Traffic,AdSet_retarget_visitors,Ad_UGC_1,Reels,32321,24944,447,377.16,1.38,,2,134.35,0.36,1.3,GBP
10-02-2024,act_9466235,Luminae Beauty Ltd,BRAND_Awareness_Q2,conversions,AdSet_lookalike_purchasers,Ad_Video_Glow,feed,45477,30736,52,309.4,0.11,,2,150.47,0.49,1.48,gbp
05-24-2024,act_8234607,Luminae Beauty Ltd,Awareness_Serum_Jan24,,AdSet_lookalike_purchasers,Ad_Carousel_Serum,Stories,14206,13648,710,,5.0,0.31,53,2031.89,9.32,1.04,gbp
29-Mar-2024,act_7318864,Luminae Beauty Ltd,LookAlike_SPF_Apr24,Traffic,AdSet_lookalike_purchasers,Ad_Video_Glow,Feed,39044,33388,1289,481.68,3.3,0.37,66,5882.98,12.21,1.17,gbp
02-14-2024,act_3148490,Luminae Beauty Ltd,,,AdSet_retarget_visitors,Ad_Video_Glow,Stories,4090,3151,94,426.97,2.3,4.54,6,318.57,0.75,1.3,GBP
2024/09/19,act_3870570,Luminae Beauty Ltd,BRAND_Awareness_Q2,BRAND_AWARENESS,AdSet_25-34F,Ad_Carousel_Serum,Stories,41585,25378,1965,346.39,4.73,0.18,,1204.46,3.48,1.64,gbp
04-23-2024,act_3734959,Luminae Beauty Ltd,Awareness_Serum_Jan24,TRAFFIC,AdSet_18-24F,Ad_Static_SPF,,44080,26846,223,451.39,0.51,2.02,4,305.33,0.68,1.64,GBP
2024/11/21,act_9238757,Luminae Beauty Ltd,retargeting_cart_feb24,Traffic,AdSet_lookalike_purchasers,Ad_Video_Glow,Feed,11635,8065,453,362.26,3.89%,0.8,29,1672.62,4.62,1.44,GBP
2024-06-10,act_4645164,Luminae Beauty Ltd,BRAND_Awareness_Q2,CONVERSIONS,AdSet_35-44F,Ad_Carousel_Serum,Stories,20441,14422,355,228.36%,1.74,0.64,42,2445.02,10.71,1.42,GBP
2024/11/19,act_6674186,Luminae Beauty Ltd,Prospecting_Glow_Mar24,CONVERSIONS,AdSet_lookalike_purchasers,Ad_UGC_2,REELS,45922,-40128,2255,386.28,,0.17,116,,,,
15/02/2024,act_2885049,Luminae Beauty Ltd,LookAlike_SPF_Apr24,Traffic,AdSet_retarget_visitors,Ad_Carousel_Serum,feed,7668,4807,41,281.77,0.53,6.87,4,345.67,1.23,1.6,gbp
2024-03-30,act_7288713,Luminae Beauty Ltd,retargeting_cart_feb24,Traffic,AdSet_25-34F,Ad_Video_Glow,REELS,47020,34741,220,182.98 ,0.47,0.83,4,276.1,1.51,,
05-19-2024,act_5473936,Luminae Beauty Ltd,retargeting_cart_feb24,CONVERSIONS,AdSet_retarget_visitors,Ad_Carousel_Serum,feed,7662,6023,325,111.61,4.24,0.34,2,108.51,0.97,1.27,
2024-11-27,act_4334979,Luminae Beauty Ltd,LookAlike_SPF_Apr24,,AdSet_18-24F,Ad_Video_Glow,stories,7018,5945,277,379.58,3.95,1.37,,561.05,1.48,1.18,gbp
2024-08-03,act_9192109,Luminae Beauty Ltd,UGC_Serum_Test,Traffic,AdSet_25-34F,Ad_UGC_1,Audience Network,6709,5250,31,281.32,0.46,9.07,2,160.61,0.57,1.28,GBP
23/04/2024,act_6973943,Luminae Beauty Ltd,NULL,,AdSet_35-44F,Ad_Static_SPF,Stories,40090,27581,1539,170.89,3.84,0.11,16,1415.36,,1.45,GBP 
12-21-2024,act_3676787,Luminae Beauty Ltd,DPA_AllProducts_Q4,conversions,AdSet_35-44F,Ad_UGC_2,Stories,7238,-6547,-71,214.74,0.98,3.02,1,76.71,0.36,1.11,gbp
2024-12-20,act_8282893,Luminae Beauty Ltd,NULL,Traffic,AdSet_35-44F,Ad_Static_SPF,Feed,30382,21469,167,27.1,0.55,0.16,,1000.56,36.92,1.42,GBP 
2024-04-23,act_1496985,Luminae Beauty Ltd,,CONVERSIONS,AdSet_25-34F,Ad_Carousel_Serum,REELS,4827,2926,107,86.25,2.22,0.81,0,0.0,,1.65,GBP
27/01/2024,act_7923746,Luminae Beauty Ltd,,,,Ad_UGC_2,stories,25540,17142,312,435.98,1.22,,31,1769.05,4.06,1.49,GBP 
2024-04-30,act_6423566,Luminae Beauty Ltd,Awareness_Serum_Jan24,BRAND_AWARENESS,AdSet_lookalike_purchasers,Ad_UGC_2,Stories,12245,11046,182,300.34,1.49,1.65,3,89.45,0.3,1.11,gbp
20-May-2024,act_3234169,,Retargeting_Cart_Feb24,TRAFFIC,AdSet_35-44F,Ad_Carousel_Serum,Stories,18204,16610,250,411.44,1.37,1.65,8,417.43,1.01,1.1,
11-03-2024,act_9680545,,Awareness_Serum_Jan24 ,Traffic,AdSet_18-24F,Ad_Static_SPF,,784,777,21,183.94,2.68,8.76,0,0.0,,1.01,
2024-06-04,act_8079629,Luminae Beauty Ltd,Retargeting_Cart_Feb24,Traffic,AdSet_25-34F,Ad_Static_SPF,Feed,20313,13607,155,17.89,0.76,0.12,0,0.0,,1.49,GBP 
07-20-2024,act_8971036,Luminae Beauty Ltd,Conversion_NightCream_Q3,CONVERSIONS,AdSet_lookalike_purchasers,Ad_UGC_2,stories,38749,30228,376,88.91,0.97,0.24,10,,4.91,1.28,GBP
2024/05/05,act_1122663,Luminae Beauty Ltd,,CONVERSIONS,AdSet_retarget_visitors,Ad_UGC_2,stories,16197,11499,592,474.21,3.65,,41,3685.11,7.77,1.41,GBP 
2024-11-25,act_8581106,Luminae Beauty Ltd,NULL,BRAND_AWARENESS,AdSet_18-24F,Ad_Static_SPF,REELS,4696,3236,167,247.3,3.56,1.48,8,661.6,2.68,1.45,gbp
09-06-2024,act_8955116,Luminae Beauty Ltd,UGC_Serum_Test,Traffic,AdSet_lookalike_purchasers,Ad_UGC_2,Audience Network,4106,3064,199,166.09,4.85,0.83,12,541.21,3.26,1.34,GBP
2024-11-15,act_8267826,Luminae Beauty Ltd,DPA_AllProducts_Q4,TRAFFIC,AdSet_25-34F,Ad_Carousel_Serum,stories,17174,15724,35,103.12,0.2,2.95,2,42.48,,1.09,gbp
2024-01-26,act_8912225,Luminae Beauty Ltd,UGC_Serum_Test,,AdSet_retarget_visitors,Ad_Static_SPF,Feed,20733,18895,538,42.59,2.59,0.08,17,1341.13,31.49,1.1,gbp
01/04/2024,act_6815579,Luminae Beauty Ltd,Retargeting_Cart_Feb24,CONVERSIONS,AdSet_retarget_visitors,Ad_UGC_1,Audience Network,38682,38120,710,378.98,1.84,0.53,62,1227.07,3.24,1.01,GBP
02-14-2024,act_3442202,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,CONVERSIONS,AdSet_retarget_visitors,Ad_Carousel_Serum,stories,12096,8717,576,18.98,4.76,,8,318.91,16.8 ,1.39,gbp
16-Sep-2024,act_3531382,Luminae Beauty Ltd,retargeting_cart_feb24,Traffic,AdSet_18-24F,Ad_Carousel_Serum,Reels,32154,,1051,345.15,3.27,0.33,92,5769.32,16.72,1.08,GBP
2024-08-14,act_2940709,Luminae Beauty Ltd,UGC_Serum_Test,conversions,AdSet_18-24F,Ad_UGC_2,Stories,44987,42180,480,25.07,1.07,0.05 ,20,742.2,29.61,1.07,
09-Jun-2024,act_9674990,Luminae Beauty Ltd,Awareness_Serum_Jan24,conversions,AdSet_lookalike_purchasers,Ad_Static_SPF,Reels,13843,9405,27,312.03,0.2,11.56,3,150.51,0.48,1.47,gbp
,act_4014658,Luminae Beauty Ltd,retargeting_cart_feb24,Traffic,AdSet_35-44F,,REELS,22882,17251,114,18.5,0.5,0.16,7,319.64,17.28,1.33,GBP
2024-09-12,act_2389140,Luminae Beauty Ltd,Prospecting_Glow_Mar24,TRAFFIC,AdSet_35-44F,Ad_UGC_1,Reels,15154,9729,33,419.75,0.22,12.72,3,97.25,0.23 ,1.56,gbp
04-18-2024,act_1033105,Luminae Beauty Ltd,,BRAND_AWARENESS,AdSet_35-44F,Ad_Video_Glow,REELS,25723,16783,359,122.37,1.4,0.34,26,,14.78,1.53,gbp
01-Apr-2024,act_6607190,Luminae Beauty Ltd,Awareness_Serum_Jan24,conversions,AdSet_18-24F,Ad_Carousel_Serum,,40811,25855,207,92.53,0.51,0.45,12,1017.43,11.0,1.58,
16-Sep-2024,act_2533383,Luminae Beauty Ltd,Prospecting_Glow_Mar24,CONVERSIONS,AdSet_18-24F,,stories,1516,-956,26,87.63,,3.37,0,0.0,,1.59,GBP 
16-May-2024,act_9395376,Luminae Beauty Ltd,,,AdSet_35-44F,Ad_Static_SPF,stories,13580,8658,,11.48,2.3,0.04,5,173.15,15.08,1.57,
11-01-2024,act_6313914,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,BRAND_AWARENESS,AdSet_35-44F,Ad_Carousel_Serum,Feed,30033,22845,336,186.47,1.12,0.55,,,6.4,1.31,GBP 
2024-03-18,act_2163317,Luminae Beauty Ltd,LookAlike_SPF_Apr24,Traffic,AdSet_retarget_visitors,Ad_UGC_1,REELS,15811,9626,745,467.04,4.71,0.63$,13,967.17,2.07,1.64,GBP 
10/05/2024,act_2109299,,,Traffic,AdSet_35-44F,Ad_Carousel_Serum,REELS,17360,15838,751,376.9,4.33,0.5,48,3465.89,9.2,,GBP
05-11-2024,act_9497175,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,TRAFFIC,AdSet_retarget_visitors,Ad_UGC_1,Feed,48867,40416,1997,287.84$,4.09,0.14,162,8674.76,30.14,1.21,
02/10/2024,act_9097065,Luminae Beauty Ltd,NULL,TRAFFIC,AdSet_18-24F,Ad_Carousel_Serum,feed,46974,35861,2336,32.24,4.97,0.01,16,1300.83,,1.31,
12-Jul-2024,act_2761315,Luminae Beauty Ltd,Prospecting_Glow_Mar24,,AdSet_lookalike_purchasers,Ad_Carousel_Serum,stories,32022,30799,23,96.64,0.07,4.2,2,125.57,1.3,1.04,GBP
2024-08-04,act_6312829,Luminae Beauty Ltd,BRAND_Awareness_Q2,Traffic,AdSet_lookalike_purchasers,Ad_UGC_2,,44137,29552,1569,300.1,3.55$,0.19,22,1839.56,6.13,1.49,GBP
18-Feb-2024,act_9071524,Luminae Beauty Ltd,Awareness_Serum_Jan24,,AdSet_35-44F,Ad_Carousel_Serum,feed,684,461,17,39.75,,2.34,0,0.0,,1.48,
2024-04-11,act_3194351,Luminae Beauty Ltd,,BRAND_AWARENESS,AdSet_lookalike_purchasers,Ad_Static_SPF,stories,37202,,543,482.51,1.46,0.89,62,1831.69,3.8,1.41,GBP 
2024/11/01,act_8905403,Luminae Beauty Ltd,BRAND_Awareness_Q2,TRAFFIC,AdSet_18-24F,Ad_UGC_2,Reels,34798,26017,1722,25.55,4.95,0.01,130,4511.56,176.58,,
09/06/2024,act_7357496,Luminae Beauty Ltd,LookAlike_SPF_Apr24,,AdSet_retarget_visitors,Ad_Carousel_Serum,Feed,43364,30929,394,112.27,0.91,0.28,10,298.69,2.66,,GBP
31-Oct-2024,act_7581042,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,Traffic,AdSet_lookalike_purchasers,Ad_UGC_2,Feed,40537,33066,175,319.27,0.43,1.82,0,0.0,,1.23,gbp
2024-11-04,act_2588314,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,conversions,AdSet_lookalike_purchasers,Ad_Video_Glow,Stories,35209,26389,659,107.99,,0.16,32,2461.19,22.79,1.33,GBP
16-Sep-2024,act_2434203,Luminae Beauty Ltd,UGC_Serum_Test,TRAFFIC,AdSet_18-24F,Ad_UGC_2,Audience Network,18834,16989,432,413.31,2.29,0.96$,6,312.46,0.76,1.11,gbp
2024/10/09,act_5146250,Luminae Beauty Ltd,Retargeting_Cart_Feb24,Traffic,AdSet_25-34F,Ad_Carousel_Serum,stories,23068,21259,711,347.02,3.08,0.49,,1490.89,4.3,1.09,
2024-12-07,act_6799204,Luminae Beauty Ltd,LookAlike_SPF_Apr24,TRAFFIC,AdSet_35-44F,Ad_Static_SPF,Feed,27566,25332,358,80.48,1.3,0.22,11,883.34,10.98,1.09,GBP
2024-09-17,act_8680853,Luminae Beauty Ltd,retargeting_cart_feb24,,AdSet_25-34F,Ad_Video_Glow,Stories,2699,1946,75,497.62,2.78,,9,305.86,0.61,1.39,GBP
04-30-2024,act_1291755,Luminae Beauty Ltd,Retargeting_Cart_Feb24,,AdSet_35-44F,Ad_Video_Glow,Reels,10444,9280,307,212.73,2.94,0.69,30,2163.22,10.17,1.13,gbp
16/08/2024,act_1512187,Luminae Beauty Ltd,Awareness_Serum_Jan24,CONVERSIONS,AdSet_25-34F,Ad_Static_SPF,Reels,11683,7074,86,465.02,0.74,5.41,2,132.86,0.29,1.65,gbp
18-Mar-2024,act_6861143,Luminae Beauty Ltd,UGC_Serum_Test,conversions,AdSet_retarget_visitors,Ad_Carousel_Serum,,22551,18565,762,287.78,3.38,0.38,71,2751.53,9.56,1.21,
,act_8154779,Luminae Beauty Ltd,NULL,TRAFFIC,AdSet_retarget_visitors,Ad_Video_Glow,Audience Network,44508,40291,1377,203.97,3.09,0.15,2,62.5,0.31,1.1,GBP 
2024/06/06,act_6524222,Luminae Beauty Ltd,retargeting_cart_feb24,Traffic,AdSet_lookalike_purchasers,Ad_Carousel_Serum,stories,18290,16430,620,65.49,3.39,0.11,,30.46,0.47,1.11,GBP
,act_4984356,Luminae Beauty Ltd,Conversion_NightCream_Q3,Traffic,AdSet_retarget_visitors,Ad_Static_SPF,Stories,25199,17479,1029,365.58,4.08,0.36,20,727.14,,1.44,gbp
09-10-2024,act_7551142,Luminae Beauty Ltd,DPA_AllProducts_Q4,BRAND_AWARENESS,AdSet_18-24F,Ad_Static_SPF,,24761,22715,1238,321.6,5.0,,46,4055.68,12.61,1.09,GBP
2024/07/03,act_3295333,,retargeting_cart_feb24,TRAFFIC,AdSet_25-34F,Ad_Static_SPF,Stories,34733,24071,115,185.82,0.33,1.62,,,,1.44,gbp
04-26-2024,act_9385997,Luminae Beauty Ltd,Awareness_Serum_Jan24,,,Ad_Carousel_Serum,Stories,21754,17582,659,374.13,3.03,0.57,,3483.36,9.31,1.24,
2024-03-12,act_3168634,Luminae Beauty Ltd,Conversion_NightCream_Q3,conversions,AdSet_35-44F,Ad_UGC_1,Audience Network,-34338,28623,1601,348.83,,,10,272.1,0.78,1.2,GBP
2024/06/10,act_8616466,Luminae Beauty Ltd,,,AdSet_lookalike_purchasers,Ad_Carousel_Serum,feed,32792,24324,797,475.67,2.43,0.6,72,2845.98,5.98,1.35,gbp
08-06-2024,act_3902347,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,conversions,AdSet_25-34F,Ad_Carousel_Serum,Reels,15110,11717,361,222.66,2.39,,18,1221.19,5.48,1.29 ,GBP 
19/11/2024,act_7456921,Luminae Beauty Ltd,BRAND_Awareness_Q2,,AdSet_lookalike_purchasers,Ad_Video_Glow,stories,10937,10465,-40,360.83,0.37,9.02,4,313.9,0.87,1.05,GBP
09-07-2024,act_4557494,Luminae Beauty Ltd,Awareness_Serum_Jan24,,AdSet_lookalike_purchasers,Ad_Carousel_Serum,Stories,47705,28991,2267,420.13,4.75,0.19$,85,4593.22,,1.65 ,GBP 
11-21-2024,act_2511385,Luminae Beauty Ltd,DPA_AllProducts_Q4,conversions,AdSet_35-44F,Ad_UGC_2,Stories,10181,7106,434,312.11,4.26,0.72,23,1897.81,6.08,1.43,GBP 
27/12/2024,act_8563530,Luminae Beauty Ltd,Awareness_Serum_Jan24,BRAND_AWARENESS,AdSet_lookalike_purchasers,Ad_Static_SPF,Reels,28880,19150,386,189.66,1.34,0.49,27,1002.95,5.29,1.51,
10-14-2024,act_1152666,Luminae Beauty Ltd,Retargeting_Cart_Feb24,TRAFFIC,AdSet_35-44F,Ad_Video_Glow,Reels,43430,40932,2025,364.47$,4.66,0.18,130,11250.33,30.87,1.06,GBP
17-Feb-2024,act_3097173,Luminae Beauty Ltd,Awareness_Serum_Jan24,Traffic,AdSet_retarget_visitors,Ad_UGC_2,,36179,22395,1502,490.61,4.15%,,167,8826.54,17.99,1.62,GBP
28-Aug-2024,act_1036907,Luminae Beauty Ltd,Prospecting_Glow_Mar24,Traffic,AdSet_lookalike_purchasers,Ad_UGC_2,Feed,-40055,37758,520,348.84,1.3,0.67,18,1350.71,3.87,1.06,GBP
