Date,Customer_ID,Campaign,Network,Match_Type,Keyword,Impressions,Clicks,Cost_GBP,CTR,Avg_CPC,Conversions,Conv_Value_GBP,Conv_Rate_Pct,Quality_Score,Impression_Share_Pct,Device,Currency_Code 
2024/07/06,134-453-5170,,Display,,retinol cream,14558,481,473.08,3.3,0.98,35,2793.31,7.28,6,56.9,Desktop,GBP
2024/02/12,389-923-7163,DSA_AllProducts,,Phrase,retinol cream,36937,1176,580.72,,0.49,110,8838.85,9.35,4,59.6,Tablet,GBP
2024-07-07,894-396-2095,brand_kw_exact,Display,BROAD,skincare routine,,2524,204.01,7.86,,116,6696.39,4.6,,16.6,mobile,GBP
12/12/2024,536-560-4573,,Shopping,Broad,hyaluronic acid,36764,824,563.23,2.24,0.68,41,,4.98,7,32.0,Tablet,GBP 
2024-11-19,139-545-8052,Brand_KW_Exact,,Broad,buy serum online,38028,995,264.14,2.62,0.27,81,3220.74,8.14,9,61.5,DESKTOP,GBP 
2024-05-25,808-118-1870,brand_kw_exact,search,Phrase,face serum,3036,227,422.28,7.48,1.86,1,48.05,0.44,7,55.9,Tablet,GBP
13/02/2024,240-206-1530,RLSA_CartAbandoners,Search,,,-37095,2698,100.9,7.27,0.04,97,3601.42,3.6,3,76.1,,gbp
10-13-2024,477-238-5015,Shopping_Serums,,exact,hyaluronic acid,21516,,461.81,4.72,0.45,,5466.14,6.59,7,,,gbp
22-Feb-2024,368-421-7300,,Display,BMM,retinol cream,13659,448,284.23,3.28,0.63,18,,4.02,,,Tablet,GBP
03-24-2024,165-268-9035,DSA_AllProducts,SHOPPING,Broad,retinol cream,17097,724,178.8,4.23,0.25,59,3699.66,8.15,5,90.8,Desktop,
2024/01/29,241-792-9775,Shopping_Moisturisers,SHOPPING,Broad,hyaluronic acid,23444,551,17.4,2.35,0.03,16,708.26,2.9,,42.2,Desktop,GBP 
2024/10/17,992-670-3348,brand_kw_exact,Display,Exact,face serum,29156,226,486.13,0.78,,18,957.51,7.96,,75.3,Desktop,
07-22-2024,499-616-5467,Brand_KW_Exact ,Search,exact,,14585,1147,521.78%,7.86,0.45,32,2245.44,2.79,10,48.9,Mobile,
2024-05-24,776-587-4244,RLSA_CartAbandoners,,Broad,face serum,4781,379,591.08,7.93,1.56,10,527.78,2.64,,13.2,DESKTOP,gbp
2024-08-07,502-926-7161,brand_kw_exact,SHOPPING,BMM,vitamin c serum,18218,1017,32.78,5.58,0.03,97,4420.25,9.54,3,87.3,,GBP
20/03/2024,262-270-1187,Brand_KW_Exact,Search,,skincare routine,36184,1476,455.25,4.08,,13,348.27,0.88,6,18.6,,GBP
2024/10/31,401-742-4148,,SHOPPING,BROAD,skincare routine,15083,394,130.73,2.61,0.33,37,2902.33,9.39,6,12.2,,GBP 
2024/09/10,636-120-6446,brand_kw_exact,Search,,retinol cream,19816,965,316.71,4.87,,65,2999.47,6.74,2,25.4,Desktop,
10/05/2024,964-953-2666,Competitor_KW_BMM,Display,exact,hyaluronic acid,,1731,319.58,6.09,0.18,51,1198.76,2.95 ,1,65.6,DESKTOP,GBP 
07-Feb-2024,353-626-4001,Brand_KW_Exact ,Search,,buy serum online,9951,8,500.2,0.08,62.52,,73.25,12.5,,41.5,mobile,GBP
27-Sep-2024,342-232-1842,NULL,Shopping,Phrase,glow cream,20298,580,360.43,,0.62,5,355.81,0.86 ,N/A,57.1,DESKTOP,GBP 
2024/10/23,903-127-8024,Shopping_Serums,,BROAD,vitamin c serum,27295,213,525.96,0.78,2.47,4,222.76,1.88,7,80.3,Tablet,GBP 
09-Jul-2024,481-248-6387,NULL,Display,,buy serum online,27301,931,440.89%,3.41,0.47,44,3401.01,4.73,,50.5,Tablet,
2024/08/23,926-279-4724,,,BROAD,,1085,77,109.93,7.1,1.43,1,68.96,1.3,7,82.2,,GBP 
2024/12/12,788-347-5761,NULL,,exact,best serum uk,,757,206.89,2.8,0.27,8,240.99,1.06,,60.0,,GBP
2024-10-23,118-257-6930,Shopping_Serums,Display,BMM,best serum uk,7649,399,392.92,5.22,0.98,4,108.6,1.0,,34.1,,GBP
2024-08-10,415-777-7368,,SHOPPING,Broad,spf drops,38948,1955,476.79,5.02,0.24,12,923.35,0.61,8,57.5,mobile,GBP
2024-10-15,128-335-7155,Competitor_KW_BMM,,Broad,,26725,254,204.41,0.95,0.8,17,1018.45,6.69,8,53.6,mobile,gbp
21/07/2024,751-264-4309,Shopping_Serums,search,BROAD,retinol cream,14195,99,348.56,0.7,3.52,5,100.79,5.05,8,23.1,DESKTOP,
05-Apr-2024,313-872-5610,Shopping_Serums,search,Phrase,best serum uk,38535,2914,,7.56,,60,5379.76,2.06$,9,19.6,Mobile,
2024/04/17,528-311-8195,,,exact,glow cream,38441,1758,504.83,4.57,0.29,19,1063.18,1.08,5,24.9,DESKTOP,GBP
18-Jun-2024,417-448-6602,RLSA_CartAbandoners,,BROAD,vitamin c serum,23721,692,569.72,2.92,0.82,11,,1.59,,88.4,Tablet,
02-Aug-2024,124-786-4301,Shopping_Moisturisers,Search,,face serum,21434,117,104.23,,0.89,,,9.4,7,81.0,Desktop,GBP
2024-07-18,,Shopping_Serums,search,,spf drops,2821,206,245.54,7.3,1.19,0,0.0,0.0,,89.6,Tablet,
17/04/2024,261-241-3794,DSA_AllProducts,Search,,best serum uk,18582,426,110.44,2.29$,0.26,32,1494.15,7.51,6,,Tablet,gbp
2024/02/05,778-936-1158,Shopping_Moisturisers,search,Phrase,hyaluronic acid,4805,138,425.39,2.87,3.08,11,260.17,7.97,,53.7,Desktop,gbp
10-08-2024,982-604-7867,,Search,Phrase,spf drops,9512,553,565.79,5.81,1.02,6,130.44,1.08,2,87.3,Desktop,
2024/06/26,556-166-4142,brand_kw_exact,,Phrase,buy serum online,28026,1482,223.33,5.29,0.15,3,157.5,0.2,8,45.7,Tablet,GBP 
25-May-2024,732-676-6267,DSA_AllProducts,Search,,buy serum online,25773,857,534.32,3.33,0.62,64,2475.73,7.47,8,,Tablet,GBP
02-12-2024,890-650-9923,Competitor_KW_BMM,Display,Exact,best serum uk,39286,2268,455.77,5.77,0.2,157,7846.09,6.92,6,47.8,Tablet,GBP
,693-596-2843,,search,BMM,buy serum online,7277,15,36.03,0.21,2.4,0,0.0,0.0,2,31.7%,Mobile,gbp
02/01/2024,320-961-1094,NULL,Search,BROAD,face serum,17762,442,465.64,2.49,1.05,22,1791.5,4.98,8,58.5,Mobile,GBP 
2024/09/10,740-538-9854,NULL,Search,BMM,,15757,810,331.49,5.14,0.41,67,2990.87,8.27,2,,mobile,
2024/03/29,213-860-6368,DSA_AllProducts,Search,BROAD,glow cream,24536,524,4.92,2.14,0.01,29,673.89,5.53,9,,mobile,
03-04-2024,828-341-8203,Brand_KW_Exact ,search,Phrase,vitamin c serum,13367,557,547.19,4.17,0.98,16,611.17 ,2.87,9,48.2,Mobile,GBP
2024/07/12,366-609-9891,Shopping_Moisturisers,search,Exact,vitamin c serum,9732,231,596.96,2.37,2.58,21,953.71,,1,54.8,,GBP
17-May-2024,401-429-8977,NULL,,Phrase,skincare routine,23669,1415,420.59,5.98,0.3,19,1385.82,1.34,6,41.5%,Tablet,
20/08/2024,169-913-4138,Brand_KW_Exact,Shopping,,glow cream,19604,1402,553.51,7.15,0.39,40,2238.53,2.85,1,15.7,,GBP
05/11/2024,208-153-5568,Brand_KW_Exact ,,BMM,buy serum online,7010,404,306.74,,0.76,,2155.13,6.68,10,,Tablet,gbp
,542-937-7343,,Display,Exact,,20270,1089,341.85,5.37,0.31,10,439.35,0.92,5,54.9,,GBP
2024-06-16,284-433-9591,Shopping_Serums,search,Phrase,glow cream,19863,1190,261.33,5.99,0.22,8,235.38,0.67,N/A,,Mobile,GBP
15/09/2024,463-510-3346,NULL,Search,Phrase,skincare routine,32058,235,333.53,0.73 ,1.42,12,755.15,5.11,3,82.3,Tablet,
2024-11-21,298-984-5114,RLSA_CartAbandoners,SHOPPING,exact,retinol cream,32313,1157,45.96,3.58,0.04,9,284.54,0.78,9,89.4,,
08-26-2024,766-485-5733,Generic_Skincare_Broad,search,Phrase,best serum uk,12292,26,171.07,0.21,6.58,1,30.05,3.85,,14.4,,
05/07/2024,111-327-1914,NULL,,Broad,best serum uk,10105,296,460.7,2.93,1.56,6,475.33,2.03,N/A,80.8,,GBP
16-Apr-2024,508-905-3882,Shopping_Moisturisers,SHOPPING,BROAD,glow cream,26652,71,292.31,0.27,4.12,,202.8,4.23,6,11.1,DESKTOP,GBP
03-04-2024,883-995-3882,Shopping_Moisturisers,,BROAD,face serum,34310,928,418.49,2.7,0.45,15,1303.42,1.62,5,68.9,,
20-Dec-2024,340-269-9852,Shopping_Serums,Shopping,BMM,retinol cream,16794,1280,395.36,7.62,0.31,12,356.2,0.94,5,28.1,,GBP
03-07-2024,261-995-5685,Shopping_Moisturisers,search,exact,best serum uk,16511,1109,111.62,6.72,0.1,24,904.04$,2.16,N/A,90.5,mobile,GBP 
2024-05-27,806-831-6329,,Search,BROAD,skincare routine,699,43,577.22,6.15,13.42,2,170.71,4.65,,18.7,Tablet,GBP
2024-09-25,324-412-1534,NULL,Display,,,1608,10,164.12,0.62,16.41,1,19.03,10.0,,71.2,,GBP
04-27-2024,492-669-8509,RLSA_CartAbandoners,SHOPPING,BROAD,retinol cream,14563,202,377.43,1.39,1.87,1,41.31,0.5,5,22.7,mobile,gbp
04/04/2024,638-467-7702,,Shopping,Broad,buy serum online,33990,2172,599.22,6.39,,167,11657.97,,,59.8,Desktop,
09-09-2024,895-468-6446,Brand_KW_Exact,SHOPPING,Broad,retinol cream,17659,,524.6,7.47,0.4,4,104.37,0.3,10,45.7,,GBP
07-Jan-2024,665-793-2598,Competitor_KW_BMM,search,Broad,hyaluronic acid,18222,43,139.44,0.24,3.24,0,0.0,0.0,,58.1,mobile,gbp
19-Jun-2024,852-757-3868,NULL,,Exact,vitamin c serum,18511,953,,5.15,0.07,10,568.58,1.05,2,59.0,DESKTOP,GBP
05-23-2024,243-786-2474,Generic_Skincare_Broad,SHOPPING,BROAD,vitamin c serum,36050,2603,411.26,7.22,0.16,-106,9530.61,4.07,,42.9,Tablet,GBP 
23/04/2024,772-558-2461,Competitor_KW_BMM,SHOPPING,,hyaluronic acid,27465,1654,313.56,6.02,0.19,103,5485.13,6.23,,32.4,Desktop,GBP 
2024/03/24,288-874-2606,Generic_Skincare_Broad,Shopping,Exact,skincare routine,,690,446.46,3.16$,0.65,60,2638.57,8.7,,65.2,DESKTOP,GBP 
14/08/2024,700-556-8539,Brand_KW_Exact,Shopping,BMM,skincare routine,18673,853,,4.57$,0.33,3,60.52,0.35,5,24.0,Tablet,GBP
08-06-2024,334-715-6042,NULL,SHOPPING,Phrase,,3717,284,408.1,7.64,1.44,27,1574.95,9.51,10,24.2,Mobile,gbp
2024/06/13,919-728-3341,Generic_Skincare_Broad,search,exact,spf drops,12465,28,385.29,0.22,13.76,2,81.28,7.14,3,13.0,Desktop,GBP
2024/07/21,487-624-8666,Shopping_Moisturisers,SHOPPING,,hyaluronic acid,4957,41,285.18,0.83,6.96,3,146.7,7.32,3,23.7,,
2024-03-14,687-987-5715,DSA_AllProducts,Search,Phrase,glow cream,9434,338,,3.58,1.13,25,1059.5%,7.4,1,86.0,,
08-20-2024,657-268-5118,Shopping_Serums,SHOPPING,Exact,,22568,1380,517.14,6.11,0.37,81,,5.87,7,12.5,Tablet,
,583-690-2826,Shopping_Serums,Shopping,BMM,best serum uk,6301,32,382.17,0.51,11.94,,0.0,,N/A,13.2,Tablet,gbp
2024/07/17,767-192-6856,Competitor_KW_BMM,Display,exact,retinol cream,21072,1627,7.82,7.72,0.0,98,6812.44,6.02,,79.7,,gbp
2024/05/17,344-649-4031,Competitor_KW_BMM,Shopping,,retinol cream,35880,2730,350.89,7.61,0.13,105,4622.9,3.85,10,,,GBP
2024/10/16,333-418-4992,NULL,,exact,retinol cream,34001,2139,328.1,6.29,0.15$,90,7756.97,4.21,5,,Mobile,GBP 
2024-07-03,965-293-1989,,Search,BMM,face serum,39824,1056,313.5,2.65,0.3,99,5367.61,9.38,7,35.7,,
2024-02-19,785-978-2633,brand_kw_exact,,Broad,best serum uk,14695,81,6.05,0.55,0.07,6,415.41,7.41,4,29.6,Desktop,GBP
13-Oct-2024,442-113-6502,RLSA_CartAbandoners,search,BMM,face serum,36216,1722,227.01,4.75,0.13,14,628.59,0.81,,86.1,,GBP
11/03/2024,321-340-5321,,Shopping,,buy serum online,31588,1280,341.61,4.05,0.27,71,3668.91,5.55,5,27.4,DESKTOP,gbp
09/12/2024,724-433-3433,,,Broad,hyaluronic acid,29718,655,221.35 ,2.2,0.34,13,581.42,1.98,3,,Desktop,GBP
22-May-2024,586-924-4888,DSA_AllProducts,Shopping,exact,skincare routine,28573,1155,106.14,4.04,0.09,93,5172.3,8.05,7,66.5,Tablet,GBP 
2024/10/28,487-272-3031,Generic_Skincare_Broad,,Exact,skincare routine,18424,729,545.78,3.96,0.75,52,,7.13,1,13.0,mobile,GBP
04-04-2024,989-513-4894,Generic_Skincare_Broad,Shopping,exact,glow cream,2914,,432.35,5.04,2.94,12,,8.16,,40.9,Desktop,GBP
2024/01/04,524-591-4265,Competitor_KW_BMM,,Exact,hyaluronic acid,13051,-881,97.65,6.75,0.11,31,901.26,3.52,7,82.1,mobile,
15/03/2024,985-177-8536,Generic_Skincare_Broad,Display,Phrase,retinol cream,19559,548,112.08,2.8,0.2,41,1337.57,7.48,1,52.6,Mobile,gbp
28-Mar-2024,371-896-8776,RLSA_CartAbandoners,Shopping,Exact,glow cream,24756,946,339.08,3.82,0.36,,2888.65,5.39,6,93.6,DESKTOP,
05-Sep-2024,491-972-8962,Shopping_Serums,,BMM,buy serum online,2579,155,443.76,6.01,2.86,12,349.59,7.74,10,81.8,DESKTOP,GBP
20/06/2024,605-988-5273,Brand_KW_Exact,,exact,glow cream,21592,1452,315.87,6.72,0.22,28,2326.36,,,78.8,,GBP
20-Apr-2024,224-743-7778,Generic_Skincare_Broad,Search,Exact,best serum uk,10621,37,87.99,0.35,2.38,0,0.0,0.0,8,80.7$,Mobile,gbp
30/06/2024,300-700-7430,,Shopping,Broad,,38402,2377,55.0,6.19,0.02,122,10359.05,5.13,,25.3,Mobile,GBP 
08/06/2024,570-229-4339,NULL,Search,Exact,,27011,988,142.53,3.66,0.14,,877.57,4.86,N/A,80.6,,GBP 
23-Feb-2024,837-358-3387,Brand_KW_Exact,,BMM,,17646,1175,215.15,6.66,0.18,94,6766.37,8.0,,36.4,,GBP 
2024/08/31,174-758-5708,Generic_Skincare_Broad,,Exact,glow cream,30148,1339,281.61,4.44,0.21,99,2606.69,7.39,5,19.3,mobile,GBP
11-27-2024,140-198-2551,brand_kw_exact,Search,BMM,hyaluronic acid,15936,854,536.47,5.36,0.63,4,186.8,0.47,N/A,93.0,Mobile,
29-Apr-2024,218-570-4965,,Search,exact,glow cream,11504,506,3.42,4.4,0.01,2,105.57,0.4$,9,,DESKTOP,gbp
2024/12/11,339-545-4830,DSA_AllProducts,Shopping,BROAD,vitamin c serum,9019,703,570.85 ,7.79,0.81,55,2410.81,7.82,6,77.8,Desktop,gbp
,743-914-8971,Shopping_Moisturisers,search,Exact,glow cream,35166,1891,515.79,5.38,0.27,174,4306.92,9.2,7,49.0,,
02-17-2024,922-566-6807,Brand_KW_Exact ,SHOPPING,Exact,skincare routine,798,27,5.58,3.38,0.21,0,0.0,0.0,,,Desktop,GBP
20/10/2024,404-277-5253,,Shopping,BMM,,12254,,444.59,0.87,4.16,8,408.57,,6,51.7%,Desktop,GBP
2024-08-18,752-870-2804,DSA_AllProducts,Search,Phrase,hyaluronic acid,27842,2158,465.49,,0.22,84,7340.15,3.89,2,91.9,,gbp
2024/11/24,695-247-8536,Shopping_Moisturisers,SHOPPING,Exact,buy serum online,,8,87.06,0.03,10.88,0,0.0,0.0,4,16.2,Mobile,gbp
15-Feb-2024,464-164-8883,brand_kw_exact,Shopping,Phrase,buy serum online,10343,620,391.22,5.99,0.63,53,4331.61,8.55,1,50.2,,GBP
07/12/2024,442-561-9625,DSA_AllProducts,SHOPPING,Broad,best serum uk,30835,992,492.94,3.22,0.5,80,3595.77,8.06,9,80.3,,GBP 
25/09/2024,,Shopping_Serums,Display,Exact,face serum,1593,104,110.05,6.53,1.06,2,86.55,,6,43.0,Tablet,
07-Aug-2024,817-705-3933,Shopping_Moisturisers,Shopping,BMM,vitamin c serum,32007,1635,100.27,5.11,0.06,109,7431.83,6.67,7,56.3,mobile,GBP 
2024/10/28,474-458-7249,RLSA_CartAbandoners,,Exact,hyaluronic acid,-7684,216,423.01,2.81,1.96,16,967.47,7.41,7,85.2,Mobile,GBP
14/02/2024,947-401-1771,,Display,BROAD,spf drops,34621,1279,202.82,3.69,0.16,57,2651.92,4.46 ,,12.8,Desktop,GBP 
11-24-2024,141-874-9566,brand_kw_exact,SHOPPING,BMM,retinol cream,15700,1127,479.3,7.18,0.43,88,5427.6,7.81,8,50.2,DESKTOP,GBP 
11-06-2024,422-511-1118,NULL,Search,Broad,,4031,231,363.94,5.73,1.58,9,257.23,3.9,2,34.3,Tablet,
20-Dec-2024,241-624-7162,Brand_KW_Exact ,SHOPPING,Broad,,37636,1098,500.5,2.92,0.46,81,7243.33,7.38,5,34.7,,GBP 
2024-12-26,809-752-1478,,search,BROAD,buy serum online,28469,385,360.39,1.35 ,0.94,26,,6.75,3,33.3,mobile,
2024/05/21,642-278-8110,Generic_Skincare_Broad,SHOPPING,BMM,face serum,458,30,115.75,6.55,3.86,1,53.11$,3.33,,91.1,DESKTOP,GBP 
16/08/2024,524-268-4474,Brand_KW_Exact ,,Broad,spf drops,2975,51,455.77,1.71,8.94,1,,1.96 ,,52.1,DESKTOP,GBP
14-Sep-2024,425-725-7307,Brand_KW_Exact ,Shopping,Broad,,35074,612,191.43,1.74,0.31,28,2169.56%,4.58,3,65.0,,GBP
30/09/2024,881-160-9227,Generic_Skincare_Broad,,exact,skincare routine,25423,1480,270.64,5.82,0.18,148,5460.16,10.0,4,19.7,DESKTOP,GBP 
2024/03/09,465-714-1401,Shopping_Serums,Search,,vitamin c serum,39427,1856,409.46,4.71,0.22,50,1352.33,2.69,,57.7,mobile,
2024/10/22,422-764-5401,RLSA_CartAbandoners,Shopping,Phrase,glow cream,37426,166,309.36,0.44,1.86,4,199.45,2.41,,84.8,Mobile,gbp
2024-12-20,255-822-5616,brand_kw_exact,,,best serum uk,8255,102,75.34,1.24,0.74,4,286.84,3.92,9,88.6,Tablet,
18-Apr-2024,879-290-5939,Shopping_Moisturisers,,,hyaluronic acid,-5976,444,7.07,7.43,0.02,17,1054.77,3.83,,,Tablet,GBP 
07-Dec-2024,197-427-1930,RLSA_CartAbandoners,Shopping,BMM,glow cream,19374,564,507.69,2.91,0.9,10,785.49,1.77,2,47.2,mobile,
01-24-2024,140-917-1745,brand_kw_exact,,Phrase,,22941,142,243.05,0.62,1.71,10,826.93,7.04,7,79.3,DESKTOP,GBP
01-31-2024,266-173-9300,NULL,Display,Phrase,vitamin c serum,28235,575,164.94,2.04,0.29,38,1445.82,6.61,3,,mobile,
07/08/2024,249-889-2431,Brand_KW_Exact ,Display,,vitamin c serum,-30944,731,460.18,2.36,0.63,48,3306.12 ,6.57,1,83.4,DESKTOP,GBP
05/04/2024,390-686-6620,,search,Phrase,glow cream,,707,569.41,1.95,0.81,53,4085.42,,5,79.8,Desktop,GBP
03-25-2024,345-307-7618,DSA_AllProducts,Display,exact,skincare routine,24701,1597,496.96,6.47,0.31,64,1190.53%,4.01,9,23.0,Tablet,GBP
2024-05-01,932-578-4809,Generic_Skincare_Broad,Shopping,Broad,glow cream,17007,539,64.24,3.17,0.12,9,,1.67,5,28.0,,GBP
10-16-2024,859-349-6970,Shopping_Moisturisers,Search,Broad,best serum uk,13815,1090,128.06,,0.12,63,5640.17,5.78,,66.7,,GBP 
05/02/2024,260-160-7014,brand_kw_exact,Display,BMM,skincare routine,25668,1871,113.08,7.29,0.06,106,6612.14,5.67,10,45.3,Tablet,GBP 
2024/09/06,726-389-2298,Generic_Skincare_Broad,Search,Broad,,22034,278,94.45,1.26,,-15,702.84,5.4,1,58.4,mobile,gbp
10-Jul-2024,863-549-8623,Generic_Skincare_Broad,SHOPPING,exact,,37119,1618,336.16,4.36,0.21,159,13790.89,9.83,,,Mobile,
2024/02/15,984-258-5290,NULL,SHOPPING,,glow cream,32126,488,210.87,1.52,0.43,4,99.73,0.82,10,37.5,mobile,GBP 
10-06-2024,663-452-6663,Competitor_KW_BMM,Shopping,Exact,best serum uk,18826,1395,264.74,7.41,0.19,77,5584.4,5.52,4,90.6,Mobile,
2024/03/19,745-787-3377,,Search,Phrase,,3824,16,522.99,0.42,32.69,1,87.56,6.25,5,84.8,mobile,gbp
11/06/2024,555-812-6298,,,,,10340,650,75.22,6.29,,48,3936.26,7.38,,50.8,,
23-Apr-2024,893-594-4604,NULL,,exact,face serum,,643,507.41,2.68,0.79,22,520.96,3.42,8,12.2,Mobile,GBP
07-13-2024,959-584-2275,Generic_Skincare_Broad,search,exact,face serum,34760,,158.85,3.33,0.14,38,1916.87,3.29,1,49.1,Mobile,GBP
2024/06/17,324-587-6025,Shopping_Serums,Search,exact,face serum,12133,301,432.67,2.48,1.44,2,83.35,0.66,7,44.7,Desktop,GBP 
18/06/2024,821-610-6299,Generic_Skincare_Broad,Search,,skincare routine,5166,8,567.65,0.15,70.96,0,0.0,0.0,7,,Desktop,GBP
15-Jan-2024,103-167-2240,Shopping_Serums,search,BMM,,26410,884,169.59,3.35,0.19,47,1796.84,5.32,2,59.9,Tablet,
2024/06/20,504-626-3482,Generic_Skincare_Broad,SHOPPING,Exact,spf drops,33567,2354,544.73,7.01,0.23,100,8671.11,4.25,5,77.5,mobile,gbp
26-Feb-2024,594-917-5681,Generic_Skincare_Broad,,,hyaluronic acid,16758,837,393.77,4.99,0.47,42,,5.02,1,,mobile,gbp
2024/10/30,996-720-4697,Shopping_Moisturisers,search,Broad,hyaluronic acid,15894,1258,298.29,7.91,0.24,2,45.59,0.16,6,,,
2024-01-31,905-620-2694,Shopping_Serums,Search,BMM,hyaluronic acid,4672,373,395.97,7.98,1.06,2,,0.54,2,,DESKTOP,GBP
09-14-2024,651-938-6762,Shopping_Serums,search,Exact,face serum,6815,367,,5.39,1.18,23,1077.13,6.27,,,,
2024/12/19,749-156-8410,Generic_Skincare_Broad,SHOPPING,BMM,vitamin c serum,37569,2808,64.46,7.47,0.02,,2134.79,3.03,7,43.1,mobile,gbp
01-23-2024,229-588-4204,Generic_Skincare_Broad,,Phrase,,34728,760,56.37,2.19 ,0.07,,811.68,3.03,7,27.6,Desktop,GBP 
,357-500-7040,Generic_Skincare_Broad,Shopping,exact,best serum uk,9476,712,425.26,7.51,0.6%,60,2092.19,8.43,,13.2%,,gbp
08-13-2024,558-209-9928,DSA_AllProducts,Search,Exact,retinol cream,7794,334,559.65,4.29,1.68%,33,1046.61,9.88,8,90.2,Mobile,GBP
20/07/2024,,Shopping_Moisturisers,,Broad,face serum,12658,294,15.44,2.32 ,0.05,10,186.08,3.4,2,28.2,DESKTOP,GBP
2024-12-20,953-299-4128,brand_kw_exact,,BMM,buy serum online,7928,157,389.66,1.98,2.48,9,642.36,5.73,6,15.3,DESKTOP,GBP
2024-02-04,827-271-1738,DSA_AllProducts,,exact,skincare routine,36308,1830,151.03,5.04,0.08,113,7593.48,6.17,6,80.1,Tablet,GBP
09-29-2024,943-655-6848,,,,retinol cream,25327,,469.22,0.17,10.91,2,116.1,4.65,9,55.3,,GBP
28-Feb-2024,679-923-5417,,,Broad,face serum,21628,134,431.94,0.62,3.22,12,1051.79,8.96,9,80.7,DESKTOP,GBP
2024-04-13,253-363-7199,Shopping_Moisturisers,,,vitamin c serum,30711,318,376.78,1.04 ,,18,901.34,,1,83.3,DESKTOP,GBP 
15-May-2024,,Competitor_KW_BMM,Display,Exact,,38953,2101,295.49,5.39,0.14,119,4746.02,5.66,2,36.1,Mobile,GBP
21/05/2024,773-332-3885,NULL,Shopping,,skincare routine,27672,1701,375.77,6.15,0.22,121,6009.05,7.11,10,47.2,DESKTOP,
10/05/2024,133-674-6758,Shopping_Moisturisers,Shopping,Phrase,best serum uk,35324,1145,236.79,3.24,0.21,4,259.14,0.35,4,,,gbp
2024-12-03,124-697-4397,NULL,,Broad,glow cream,37414,1730,33.49,4.62,0.02,79,,4.57,9,69.0,Mobile,GBP 
27-Jan-2024,626-376-8096,Brand_KW_Exact,Display,BROAD,best serum uk,22423,328,479.94,1.46,1.46,18,,5.49,4,,mobile,gbp
04-13-2024,251-263-4597,Shopping_Moisturisers,SHOPPING,Phrase,spf drops,29933,2263,6.51,7.56,0.0,147,9229.29,6.5,2,26.2,mobile,GBP
28-Nov-2024,230-367-7081,Shopping_Serums,Shopping,,skincare routine,35133,1667,115.06,4.74,,38,2279.5,2.28,1,86.4,Mobile,
30/03/2024,819-551-6103,Competitor_KW_BMM,Display,Exact,vitamin c serum,34377,1135,278.12,3.3,0.25,56,1497.2,4.93,,50.9,,GBP 
11/06/2024,172-437-4155,Generic_Skincare_Broad,Display,Exact,spf drops,1207,28,296.22,2.32,10.58,1,18.87,3.57,5,22.7,,GBP 
07-Jan-2024,241-727-8948,Brand_KW_Exact ,Shopping,Phrase,retinol cream,5501,70,8.58 ,1.27,0.12,6,233.31,8.57,4,62.6,mobile,gbp
04/12/2024,923-109-1098,Brand_KW_Exact ,SHOPPING,Exact,spf drops,30933,1196,68.83,3.87,0.06,38,3305.04,3.18,8,94.4,mobile,GBP
2024-07-28,326-812-8685,Brand_KW_Exact,Shopping,Exact,buy serum online,5493,20,311.32,0.36,15.57,1,24.77,5.0,7,16.5,Tablet,GBP
01/07/2024,643-253-6840,Generic_Skincare_Broad,search,Exact,best serum uk,18817,73,504.27,0.39,6.91,6,214.51,8.22,,90.6,,GBP 
22/12/2024,846-420-3038,Generic_Skincare_Broad,SHOPPING,,,13881,,22.5,5.99,0.03,26,1292.76%,3.13,4,,DESKTOP,gbp
06/03/2024,536-374-5125,DSA_AllProducts,Display,,best serum uk,2024,75,212.95,3.71,2.84,7,136.33,9.33,,24.9,Mobile,
11-Nov-2024,787-316-8297,,Search,BMM,retinol cream,29478,925,73.8,3.14,0.08,-79,6288.9,8.54,10,55.4,DESKTOP,
26/09/2024,556-801-8401,,search,,,18685,943,184.8,5.05,,88,4089.92,9.33,6,28.2,Mobile,GBP 
2024/05/01,933-725-5414,Shopping_Moisturisers,Search,,vitamin c serum,,278,42.81,1.1,0.15,19,1418.34,,9,70.4,DESKTOP,GBP
05-31-2024,596-934-1361,Competitor_KW_BMM,Display,Broad,spf drops,5340,202,425.53,3.78,2.11,6,249.41,2.97,9,88.2,Mobile,
12/01/2024,933-174-8561,DSA_AllProducts,search,Broad,skincare routine,9311,354,590.8,3.8,1.67,6,166.81,1.69,6,22.7,Mobile,GBP
16-Sep-2024,507-615-4024,,Display,exact,vitamin c serum,27096,794,246.61,2.93,0.31,19,687.22,2.39,3,,,GBP
2024-09-09,982-665-1990,,Search,,hyaluronic acid,8919,335,349.48,3.76,1.04,21,1829.92,6.27,N/A,51.0,Desktop,gbp
18/07/2024,274-611-6120,,Display,Phrase,glow cream,21875,692,448.35,3.16,0.65,47,3588.88,6.79,9,50.2,Desktop,GBP 
16-Jan-2024,639-774-8888,DSA_AllProducts,SHOPPING,Phrase,,15388,669,499.3,4.35,,1,67.31,0.15,N/A,46.4,mobile,GBP
2024-03-09,189-689-6760,Shopping_Moisturisers,,BMM,skincare routine,33089,589,503.38,1.78,0.85,14,634.46,2.38,2,47.2,,
2024/09/27,475-461-8943,brand_kw_exact,Search,exact,face serum,15443,1137,103.98 ,7.36,0.09,95,1970.66,8.36,,42.4,,GBP
