send_date,campaign_id,campaign_name,email_type,subject_line,total_sent,delivered,bounced,opened,clicked,unsubscribed,open_rate_pct,click_to_open_rate,conversions,revenue_gbp,esp_platform,list_segment 
15-Nov-2024,EM2129,Flash_Sale_48hr,Promotional,You left something behind...,-2069,1995,74,570,84,33,28.57,14.74,10,559.6,KLAVIYO,
2024/02/19,EM1648,Flash_Sale_48hr,newsletter,You left something behind...,5547,5446,101,21,3,108,0.39,,1,38.15,Dotdigital,New Subscribers
2024-03-24,EM6939,Abandoned_Cart_1 ,,You left something behind...,24681,22440,,4755,1102,138,21.19,23.18,25,1408.82,,Cart Abandoners
09-24-2024,EM1956,Win_Back_90Day,NEWSLETTER,We miss you - here is 15% off,10225,9594,631,1357,114,126,14.14,8.4,14,1193.07,Mailchimp,Lapsed_90d
06-06-2024,EM6038,,newsletter,New in: Vitamin C Serum,24884,23072,1812,379,,213,1.64,19.0%,1,73.9,Dotdigital,Lapsed_90d
,EM9260,,NEWSLETTER,New in: Vitamin C Serum,5548,5452,96,152,45,31,2.79,29.61,4,322.73,,
29-Jan-2024,EM9093,Abandoned_Cart_1,NEWSLETTER,NULL,2150,1945,205,433,95,25,22.26,21.94,14,292.86,Mailchimp,Lapsed_90d
04-22-2024,EM1945,Flash_Sale_48hr,Promotional,,11407,10182,1225,1274,142,181,12.51,11.15,11,982.29,Klaviyo,All Subscribers
19/12/2024,EM8816,,win_back,Your skin will thank you,17793,16871,922,,254,254,12.77,11.79,,932.62,Klaviyo,lapsed_90d
07/04/2024,EM8114,Monthly_Newsletter_Mar,NEWSLETTER,,7251,7198,53,21,7,66,0.29,33.33,1,57.12,KLAVIYO,New Subscribers
2024/05/04,EM8265,Abandoned_Cart_1,win_back,,18794,17636,1158,7259,-933,208,,12.85,73,6521.42,Klaviyo,New Subscribers
2024/03/09,EM3942,abandoned_cart_1,transactional,You left something behind...,6499,-6473,26,150,8,59,2.32,5.33,1,74.28,Mailchimp,
02-May-2024,EM6529,abandoned_cart_1,NEWSLETTER,Exclusive access just for you,18827,18147,680,2436,501,112,,,19,1379.46,KLAVIYO,Cart Abandoners
30/12/2024,EM9191,Abandoned_Cart_1,win_back,48hrs only: 20% off everything,24405,-21913,2492,9126,13,183,41.65,0.14,2,85.65,KLAVIYO,All Subscribers
05/04/2024,EM4451,Win_Back_90Day,,Exclusive access just for you,20220,19998,222,7655,1654,180,38.28,21.61,13,1090.59,mailchimp,All Subscribers
2024/06/06,EM2430,Flash_Sale_48hr,transactional,You left something behind...,,4089,246,673,45,49,16.46,6.69,2,143.3,Dotdigital,
2024/03/28,EM6916,Abandoned_Cart_1 ,Promotional,Your skin will thank you,8092,7781,311,2304,183,95,29.61,7.94,35,1745.67,klaviyo,VIP
2024/04/07,EM9377,Abandoned_Cart_2,newsletter,,10480,9801,679,181,63,40,1.85,34.81,1,54.9,Mailchimp,lapsed_90d
2024/06/01,EM3609,Abandoned_Cart_2,NEWSLETTER,Glow up this summer,10763,10223,540,4135,646,57,40.45$,15.62,86,4599.68,,New Subscribers
2024-06-22,EM3277,Welcome_Series_2,promotional,48hrs only: 20% off everything,20082,19595,487,618,150,299,3.15,24.27,2,59.93,Mailchimp,VIP
09-17-2024,EM5924,VIP_Early_Access,transactional,We miss you - here is 15% off,-21062,20536,526,7270,1525,44,35.4,20.98,216,16228.34,KLAVIYO,VIP
10-Jul-2024,EM7891,Abandoned_Cart_1 ,transactional,You left something behind...,21088,19034,2054,1829,355,31,9.61,19.41,20,961.39,Klaviyo,VIP
2024-09-16,EM8564,,,Exclusive access just for you,19685,19424,261,5575,1521,164,28.7,27.28,230,8951.14,,Cart Abandoners
09-06-2024,EM1738,VIP_Early_Access,Promotional,New in: Vitamin C Serum,11018,10871,147,617,66,,5.68,10.7,11,525.59,KLAVIYO,
25-Aug-2024,EM8095,Win_Back_90Day,promotional,,17347,16599,748,5531,596,257,33.32,10.78,8,243.3,Mailchimp,Lapsed_90d
2024-03-13,EM6999,VIP_Early_Access,NEWSLETTER,New in: Vitamin C Serum,11772,11038,734,1057,-364,181,9.58,34.44,12,291.3,Klaviyo,All Subscribers
2024-05-13,EM3009,abandoned_cart_1,newsletter,48hrs only: 20% off everything,20470,,2215,5075,1217,41,,,178,11549.21,KLAVIYO,lapsed_90d
2024/02/22,EM9775,Win_Back_90Day,promotional,New in: Vitamin C Serum,8270,8095,175,2393,,98,29.56,32.47,107,4564.76,klaviyo,New Subscribers
27/07/2024,EM7793,Win_Back_90Day,,Glow up this summer,5124,5094,30,2082,373,-30,40.87,,52,3789.05,KLAVIYO,
15-Dec-2024,EM8773,Monthly_Newsletter_Mar,win_back,We miss you - here is 15% off,859,846,13,281,42,5,33.22,14.95,2,49.2,klaviyo,lapsed_90d
2024/06/30,EM3881,Flash_Sale_48hr,promotional,You left something behind...,20354,19915,,3180,204,123,15.97,6.42,27,,Klaviyo,Cart Abandoners
2024/03/25,EM8475,Abandoned_Cart_1,win_back,,3422,3030,392,884,56,4,29.17,6.33,11,708.15,Klaviyo,Cart Abandoners
2024-04-05,EM6323,Monthly_Newsletter_Jan,transactional,We miss you - here is 15% off,3220,2943,277,778,113,57,26.44,14.52,0,0.0,,lapsed_90d
2024/06/11,EM4005,Welcome_Series_2,NEWSLETTER,,5201,5109,92,592,156,45,11.59,26.35,2,84.95,KLAVIYO,All Subscribers
08-Feb-2024,EM3797,Flash_Sale_48hr,win_back,48hrs only: 20% off everything,2575,2327,248,2,0,5,0.09,0.0,0,0.0,klaviyo,All Subscribers
06/11/2024,EM4356,Abandoned_Cart_1,transactional,48hrs only: 20% off everything,863,808,55,112,20,8,13.86,17.86,4,256.51,klaviyo,Cart Abandoners
20-Feb-2024,EM4204,abandoned_cart_1,promotional,48hrs only: 20% off everything,20038,18133,1905,6918,1012,138,38.15,14.63,69,,,Lapsed_90d
04-28-2024,,Win_Back_90Day,newsletter,Exclusive access just for you,24583,21802,2781,3898,1319,390,17.88,,6,128.53,Mailchimp,Lapsed_90d
17/02/2024,,Abandoned_Cart_1,Promotional,Your skin will thank you,22136,20933,1203,956,243,116,4.57,25.42,15,1172.78,Mailchimp,New Subscribers
23-Oct-2024,EM1077,Monthly_Newsletter_Mar,NEWSLETTER,We miss you - here is 15% off,12039,11352,687,3362,424,103,29.62,,68,4223.35,Klaviyo,VIP
17/03/2024,EM2435,Win_Back_90Day,win_back,,-1068,951,117,206,49,9,21.66,23.79,4,290.86,Klaviyo,lapsed_90d
21/03/2024,EM7152,Flash_Sale_48hr,win_back,Your skin will thank you,8110,8054,56,-1462,,103,18.15 ,17.1,44,2328.74,Klaviyo,New Subscribers
2024/04/22,EM3719,Welcome_Series_1,win_back,48hrs only: 20% off everything,3345,2970,375,-1206,291,3,40.61,24.13,19,925.44,Dotdigital,Cart Abandoners
04-14-2024,EM5059,Welcome_Series_2,,Exclusive access just for you,19288,17288,2000,5807,239,271,33.59,4.12,42,911.35,Mailchimp,Cart Abandoners
02-19-2024,EM7221,Win_Back_90Day,promotional,Exclusive access just for you,13645,13083,562,1362,13,48,10.41,0.95,1,40.94,Mailchimp,lapsed_90d
2024/04/21,EM5584,Welcome_Series_2,newsletter,,8290,7379,911,3259,971,73,44.17,29.79,4,257.81,Mailchimp,Lapsed_90d
14-Feb-2024,EM2781,Welcome_Series_1,newsletter,48hrs only: 20% off everything,8030,7467,563,1162,210,0,15.56,18.07,16,1054.99,Dotdigital,All Subscribers
2024-01-27,EM3913,VIP_Early_Access,newsletter,We miss you - here is 15% off,17154,17016,138,1816,50,316,10.67,2.75,4,295.58,klaviyo,VIP
06-23-2024,EM4092,Win_Back_90Day,transactional,You left something behind...,10826,10543,283,2039,77,17,19.34,3.78,6,146.55,KLAVIYO,All Subscribers
25/09/2024,EM7912,Abandoned_Cart_1 ,Promotional,Your skin will thank you,24174,23853,321,5622,1857,471,23.57,33.03,287,19986.34,mailchimp,lapsed_90d
2024-05-10,EM1462,Win_Back_90Day,Promotional,New in: Vitamin C Serum,2243,1997,246,470,104,22,23.54,22.13,4,307.19,Mailchimp,
27-Apr-2024,EM1274,VIP_Early_Access,newsletter,We miss you - here is 15% off,17355,16648,707,5744,1711,177,34.5,29.79,208,9072.15,Dotdigital,lapsed_90d
2024-04-21,EM4616,Monthly_Newsletter_Mar,Promotional,New in: Vitamin C Serum,5023,4880,143,1109,291,-41,22.73$,26.24,0,0.0,Dotdigital,
19/03/2024,EM5428,,win_back,Glow up this summer,24558,23527,1031,2856,572,257,12.14,20.03,25,,Dotdigital,
04-30-2024,EM5344,Win_Back_90Day,,,10976,10495,481,4320,1505,121,41.16,34.84,258,14229.57,Mailchimp,Lapsed_90d
04/09/2024,EM3685,Abandoned_Cart_2,win_back,We miss you - here is 15% off,9009,8842,167,,54,28,8.1,,6,214.4,mailchimp,
2024-11-25,EM2814,Monthly_Newsletter_Jan,promotional,We miss you - here is 15% off,4560,4446,114,437,60,88,9.83,13.73,5,,Klaviyo,lapsed_90d
12-19-2024,EM1132,VIP_Early_Access,,Exclusive access just for you,13872,13455,417,2821,511,118,20.97,18.11,46,2231.13,,
2024-10-23,EM9579,Welcome_Series_2,win_back,48hrs only: 20% off everything,9174,8713,461,3718,1160,55,42.67,31.2,177,,,Lapsed_90d
31/07/2024,EM9681,Abandoned_Cart_1,newsletter,Your skin will thank you,21034,19030,2004,5787,1885,285,30.41,,345,27722.64,Klaviyo,VIP
04/05/2024,EM4668,Flash_Sale_48hr,transactional,Your skin will thank you,22653,20609,2044,,375,315,14.09,12.91,18,805.39,Klaviyo,All Subscribers
2024/10/05,EM4248,abandoned_cart_1,NEWSLETTER,We miss you - here is 15% off,20488,19194,1294,939,297,150,4.89,31.63,,266.72,KLAVIYO,VIP
06-24-2024,EM3212,,win_back,New in: Vitamin C Serum,20004,19250,754,3058,440,70,15.89,14.39,24,798.24,KLAVIYO,VIP
21-Nov-2024,EM5316,Monthly_Newsletter_Mar,Promotional,New in: Vitamin C Serum,1825,1769,,,9,9,42.45,1.2,0,0.0,Dotdigital,All Subscribers
2024-12-18,EM1875,abandoned_cart_1,NEWSLETTER,Your skin will thank you,4796,4401,395,1806,294,80,41.04,16.28,57,1980.87,KLAVIYO,Cart Abandoners
02-29-2024,EM2643,Monthly_Newsletter_Mar,NEWSLETTER,,-19109,18799,310,1235,69,,6.57$,5.59,7,148.2,,lapsed_90d
16-Nov-2024,EM3809,Welcome_Series_1,NEWSLETTER,Glow up this summer,19154,18155,999,537,29,82,2.96,5.4,2,68.97,Dotdigital,
11-30-2024,EM6043,Abandoned_Cart_1,newsletter,NULL,23913,21605,2308,9445,2502,412,43.72,26.49,34,2802.74,KLAVIYO,Lapsed_90d
2024-06-09,EM8340,Abandoned_Cart_2,Promotional,New in: Vitamin C Serum,-4229,3827,402,1169,141,49,30.55,12.06,28,1978.95,klaviyo,VIP
11-25-2024,EM7142,,newsletter,You left something behind...,23305,21212,2093,6126,1422,316,28.88,23.21,2,113.96,KLAVIYO,VIP
2024/02/04,EM3009,Welcome_Series_2,promotional,You left something behind...,5155,4656,499,1409,217,56,30.26,,9,292.1,,All Subscribers
05-14-2024,EM9280,,win_back,You left something behind...,3918,3465,453,682,172,34,19.68,25.22,16,1049.59,Dotdigital,Cart Abandoners
11/04/2024,EM3848,Abandoned_Cart_1,newsletter,,21578,21425,153,,215,,24.7,4.06,1,21.49,klaviyo,All Subscribers
2024-12-18,EM2344,Win_Back_90Day,NEWSLETTER,NULL,20115,19316,799,6358,1078,224,32.92,16.96,147,4493.7,Dotdigital,New Subscribers
2024-05-11,EM8181,Monthly_Newsletter_Jan,promotional,NULL,13020,12493,527,5116,721,115,40.95,14.09,6,142.19,KLAVIYO,Cart Abandoners
07-06-2024,EM7164,Abandoned_Cart_2,transactional,NULL,12763,11580,1183,4268,,38,36.86,0.02,-1,54.99,Mailchimp,Cart Abandoners
05-16-2024,EM9604,VIP_Early_Access,Promotional,You left something behind...,24175,22214,1961,6231,529,,28.05,8.49,18,579.82,KLAVIYO,VIP
02/07/2024,EM6120,Abandoned_Cart_2,promotional,New in: Vitamin C Serum,9727,8594,1133,,639,13,27.79,26.76,,9501.12,Klaviyo,Cart Abandoners
28/03/2024,EM9833,abandoned_cart_1,win_back,48hrs only: 20% off everything,3254,3114,140,,475,22,44.32,34.42,40,1825.68,KLAVIYO,All Subscribers
2024/10/28,EM2358,Abandoned_Cart_1,newsletter,Your skin will thank you,13017,12327,690,5247,1593,127,42.57,30.36,,7612.25,Mailchimp,Lapsed_90d
02-Mar-2024,EM8853,VIP_Early_Access,,You left something behind...,19950,17709,2241,3617,-371,,20.42,10.26,45,1566.86,klaviyo,All Subscribers
,EM2294,Abandoned_Cart_1 ,win_back,,22012,21694,318,5303,1102,,24.44,20.78,195,8513.56,Mailchimp,Lapsed_90d
31-May-2024,EM4086,Abandoned_Cart_1,transactional,,19380,18390,990,3032,967,-51,16.49,31.89,,5372.17,,VIP
10-12-2024,EM2414,Win_Back_90Day,transactional,You left something behind...,1165,1156,9,6,1,13,0.52,16.67,0,0.0,,New Subscribers
01/05/2024,EM1687,Abandoned_Cart_2,transactional,,23287,23247,40,9744,3053,343,41.92,31.33,142,,KLAVIYO,VIP
2024/05/23,EM2245,Win_Back_90Day,NEWSLETTER,Glow up this summer,15816,14153,1663,-6335,27,50,44.76,0.43,4,189.98,Mailchimp,
2024/04/30,EM6245,Welcome_Series_2,promotional,Exclusive access just for you,15480,14195,1285,593,18,100,4.18,3.04,2,113.2,Dotdigital,VIP
09-22-2024,EM3939,Monthly_Newsletter_Feb,promotional,New in: Vitamin C Serum,12850,12384,-466,351,1,99,,0.28,0,0.0,,
27/07/2024,,Flash_Sale_48hr,NEWSLETTER,New in: Vitamin C Serum,11726,10998,728,1705,558,41,15.5,32.73,18,348.67,Klaviyo,Lapsed_90d
17-Aug-2024,EM3160,Win_Back_90Day,,You left something behind...,14097,13383,714,1984,249,117,14.82,12.55,36,2396.74,Klaviyo,VIP
2024-11-18,EM7517,Abandoned_Cart_2,,You left something behind...,11294,11066,228,604,159,217,5.46,26.32,30,1056.51,mailchimp,All Subscribers
18/11/2024,EM3636,Monthly_Newsletter_Mar,win_back,You left something behind...,19095,17644,,5718,1178,127,32.41,20.6,65,4419.24,mailchimp,
02-14-2024,EM3532,Win_Back_90Day,promotional,You left something behind...,17092,15229,1863,-2289,315,130,15.03,13.76,45,3172.72,klaviyo,Cart Abandoners
2024-08-26,EM1012,Flash_Sale_48hr,transactional,You left something behind...,3285,3179,106,1391,103,33,43.76,7.4,13,629.44,Klaviyo,All Subscribers
2024/01/03,EM9354,Welcome_Series_1,promotional,48hrs only: 20% off everything,11181,10448,,1528,348,114,14.62,22.77,-31,2701.39,,
2024/01/16,EM5452,,promotional,,23327,21905,1422,8962,463,115,40.91,5.17,51,2474.18,,All Subscribers
12-01-2024,EM7072,Welcome_Series_2,Promotional,Glow up this summer,-22444,22234,210,3129,849,342,14.07,27.13,99,2608.28,klaviyo,lapsed_90d
14-Sep-2024,EM2302,Win_Back_90Day,Promotional,You left something behind...,3980,3592,388,1547,12,32,43.07,0.78,0,0.0,Klaviyo,New Subscribers
08-18-2024,EM6936,Monthly_Newsletter_Jan,NEWSLETTER,New in: Vitamin C Serum,8463,7991,472,3224,395,42,,12.25,4,196.68,KLAVIYO,Lapsed_90d
2024/10/01,EM2030,abandoned_cart_1,newsletter,We miss you - here is 15% off,24146,22458,1688,4139,600,,18.43,14.5,,3863.18,klaviyo,All Subscribers
2024/05/20,EM8683,VIP_Early_Access,newsletter,You left something behind...,23837,22855,982,5071,891,435,22.19,,71,2854.95,mailchimp,Lapsed_90d
23/03/2024,EM9668,Abandoned_Cart_2,promotional,You left something behind...,2661,2451,210,20,7,8,0.82,35.0,1,78.2,mailchimp,lapsed_90d
2024/12/06,EM9531,,transactional,We miss you - here is 15% off,24737,22800,1937,3393,285,353,14.88,8.4,25,1306.09,Klaviyo,Lapsed_90d
03-15-2024,EM4602,Monthly_Newsletter_Jan,newsletter,Exclusive access just for you,24873,23648,1225,,1373,470,28.7,20.23,28,1591.75,KLAVIYO,lapsed_90d
2024/04/22,EM4672,VIP_Early_Access,transactional,,22769,20110,2659,7959,1631,196,39.58,20.49,97,6038.87,KLAVIYO,All Subscribers
2024-11-12,EM3249,,win_back,New in: Vitamin C Serum,13855,13559,296,,990,190,21.68,33.68,35,1312.84,Dotdigital,lapsed_90d
11-15-2024,EM6945,,NEWSLETTER,Exclusive access just for you,3763,3504,259,793,135,6,22.63,17.02,1,43.76,Mailchimp,All Subscribers
2024/09/18,EM8144,Abandoned_Cart_1 ,NEWSLETTER,48hrs only: 20% off everything,3054,3032,22,899,94,,29.65,10.46,12,965.56,Dotdigital,VIP
14-Feb-2024,EM8033,VIP_Early_Access,win_back,,13220,13041,179,2402,473,193,18.42,,23,1449.32,KLAVIYO,Cart Abandoners
2024/04/05,EM4168,Welcome_Series_1,Promotional,48hrs only: 20% off everything,23464,22766,-698,8843,1805,269,38.84,20.41,269,16142.08,,
13/09/2024,EM8760,,,You left something behind...,17384,15710,,1178,202,99,7.5,17.15,2,92.95,Klaviyo,New Subscribers
2024/06/10,EM9601,abandoned_cart_1,Promotional,We miss you - here is 15% off,13791,12709,1082,600,68,236,4.72,11.33,1,36.15,KLAVIYO,Lapsed_90d
2024/09/06,EM6957,Abandoned_Cart_1,Promotional,,7582,7174,408,2696,910,,,33.75,46,2145.74,klaviyo,VIP
2024/11/15,EM9287,Welcome_Series_1,newsletter,,4999,4595,404,1779,369,42,38.72,20.74,21,1800.88,Mailchimp,lapsed_90d
2024/01/15,EM2349,Abandoned_Cart_2,transactional,Your skin will thank you,6196,6109,87,1668,405,,27.3,24.28,27,621.13,KLAVIYO,
11-Jul-2024,EM5743,Flash_Sale_48hr,transactional,Exclusive access just for you,12502,12342,160,1766,482,69,14.31,,43,895.94,,
15/04/2024,EM8625,Win_Back_90Day,,Your skin will thank you,24823,23803,1020,1887,184,219,7.93,9.75,31,567.96,,New Subscribers
02/01/2024,EM3218,,Promotional,New in: Vitamin C Serum,22376,20683,1693,7643,2100,122,36.95,27.48,165,13354.81,KLAVIYO,New Subscribers
23/08/2024,EM5231,Flash_Sale_48hr,,Your skin will thank you,22943,20745,2198,2707,,314,,1.26,4,,klaviyo,New Subscribers
01-22-2024,EM5596,Flash_Sale_48hr,Promotional,New in: Vitamin C Serum,15241,13921,1320,1566,499,178,11.25,31.86,94,5680.88,mailchimp,
,EM8009,Flash_Sale_48hr,newsletter,,24788,-24048,740,6010,1914,311,24.99%,31.85,225,,Dotdigital,Lapsed_90d
22-Aug-2024,EM8273,Welcome_Series_1,promotional,We miss you - here is 15% off,22470,22382,88,977,-183,258,4.37,18.73,19,457.8,Klaviyo,VIP
02-01-2024,EM2404,,newsletter,48hrs only: 20% off everything,3972,3520,452,,150,36,28.27,15.08,14,1080.35,Klaviyo,Lapsed_90d
,EM4625,Flash_Sale_48hr,Promotional,,24121,24012,109,4176,612,215,17.39,14.66,117,4871.55,mailchimp,VIP
28/08/2024,EM4616,Monthly_Newsletter_Mar,promotional,We miss you - here is 15% off,19628,17523,2105,2474,30,267,14.12%,1.21,3,156.49,Klaviyo,Cart Abandoners
2024-06-25,EM6670,Welcome_Series_1,transactional,Exclusive access just for you,2248,2013,235,334,69,28,16.59,20.66,12,476.2,Mailchimp,New Subscribers
2024/04/29,EM7237,Welcome_Series_2,Promotional,You left something behind...,9179,8777,402,1893,319,4,21.57,16.85,46,2452.09,,
2024/12/18,EM6914,Welcome_Series_2,transactional,You left something behind...,16204,15592,612,2381,601,86,,25.24,61,1337.41,Mailchimp,New Subscribers
01-16-2024,EM3068,Abandoned_Cart_1,promotional,You left something behind...,17639,17163,476,4612,1450,219,26.87,31.44,230,4426.75,,New Subscribers
05/04/2024,EM7370,Abandoned_Cart_1,NEWSLETTER,NULL,8672,7861,811,2173,214,130,27.64,9.85,3,,,All Subscribers
2024-01-16,EM5375,Welcome_Series_2,newsletter,Exclusive access just for you,4022,3961,61,1175,222,60,29.66,18.89,1,34.09,Mailchimp,New Subscribers
2024/11/22,EM2815,abandoned_cart_1,promotional,We miss you - here is 15% off,2371,2332,39,967,248,29,41.47 ,25.65,38,1749.42,Klaviyo,lapsed_90d
2024-01-01,EM8010,Abandoned_Cart_1 ,newsletter,Glow up this summer,22061,21577,484,7123,561,320,33.01,7.88,31,,Klaviyo,New Subscribers
09/02/2024,EM9570,Abandoned_Cart_1,NEWSLETTER,New in: Vitamin C Serum,7856,7631,225,1114,238,145,14.6,21.36,,233.86,,New Subscribers
2024-04-21,EM1057,Flash_Sale_48hr,newsletter,48hrs only: 20% off everything,14622,13160,1462,1943,326,231,14.76,16.78,13,590.69,mailchimp,lapsed_90d
19/11/2024,EM1953,,,48hrs only: 20% off everything,11720,10461,1259,1688,402,78,16.14,23.82,36,3102.35,klaviyo,Cart Abandoners
09-11-2024,EM6478,Monthly_Newsletter_Feb,NEWSLETTER,We miss you - here is 15% off,4513,4347,166,1165,128,64,26.8,10.99,10,858.83,Dotdigital,Lapsed_90d
2024-03-05,EM4680,abandoned_cart_1,transactional,You left something behind...,6690,5965,725,186,57,6,3.12,30.65,3,133.9,,All Subscribers
08-May-2024,,Abandoned_Cart_2,promotional,Exclusive access just for you,10181,-9090,1091,3928,336,128,43.21,8.55,,1999.04,KLAVIYO,Lapsed_90d
03-06-2024,EM9273,Flash_Sale_48hr,win_back,Glow up this summer,21166,19923,,3550,400,91,17.82,11.27,-68,4861.18,KLAVIYO,All Subscribers
2024/03/13,EM9384,Monthly_Newsletter_Jan,,NULL,10382,10029,353,4309,726,3,42.97,16.85,,0.0,mailchimp,
2024-10-16,EM5361,,promotional,You left something behind...,20744,19053,,2622,656,175,13.76,,60,2226.9,Klaviyo,Cart Abandoners
15-Jan-2024,EM4658,,NEWSLETTER,You left something behind...,23256,21186,2070,9269,861,317,43.75,9.29,159,11647.71,klaviyo,
2024/04/07,EM3741,,win_back,New in: Vitamin C Serum,,8666,119,3833,541,117,,14.11 ,89,2711.19,KLAVIYO,Cart Abandoners
2024/07/13,EM9203,Win_Back_90Day,transactional,,12799,11978,821,4047,767,,33.79,18.95,107,7277.92,Mailchimp,VIP
2024-10-07,EM1948,Welcome_Series_2,Promotional,You left something behind...,4164,4038,126,1041,66,58,25.78,6.34,5,257.81,Dotdigital,VIP
19-Jun-2024,EM9937,Abandoned_Cart_1,Promotional,Exclusive access just for you,8986,8329,657,3102,662,57,37.24,21.34,103,3117.5,KLAVIYO,All Subscribers
22-Jun-2024,,Flash_Sale_48hr,Promotional,48hrs only: 20% off everything,14527,14240,287,5578,1494,223,39.17,26.78,290,19154.12,Mailchimp,New Subscribers
26-Dec-2024,EM3311,Abandoned_Cart_1,newsletter,,11160,9906,-1254,4076,433,19,41.15,10.62,74,4750.72,,VIP
10-24-2024,EM2216,abandoned_cart_1,newsletter,You left something behind...,558,516,42,47,7,-1,,14.89,0,0.0,KLAVIYO,New Subscribers
25/04/2024,EM4124,abandoned_cart_1,Promotional,,7914,7624,290,1171,353,108,15.36,30.15,52,4021.36,klaviyo,New Subscribers
21/02/2024,EM7947,Abandoned_Cart_1 ,win_back,Glow up this summer,15564,14810,754,5830,1767,101,39.37,30.31,,26790.82,,New Subscribers
2024-05-29,EM2138,Abandoned_Cart_2,transactional,48hrs only: 20% off everything,10738,10123,,2684,594,91,26.51,22.13,106,5952.15,Klaviyo,New Subscribers
03-Jul-2024,EM9490,,,Exclusive access just for you,18356,17789,567,6262,1859,183,35.2,,364,11766.05,Mailchimp,Lapsed_90d
2024-10-09,EM2478,,Promotional,New in: Vitamin C Serum,16010,14401,1609,3604,116,244,25.03,3.22,5,246.48,KLAVIYO,Lapsed_90d
2024-06-29,EM1543,Abandoned_Cart_1 ,newsletter,You left something behind...,23815,23457,358,8492,285,73,36.2,3.36,,50.15,mailchimp,lapsed_90d
08-13-2024,EM7747,Monthly_Newsletter_Feb,win_back,Your skin will thank you,16991,15500,1491,4420,834,165,28.52,18.87,104,7244.47,klaviyo,
2024-02-28,EM1541,Win_Back_90Day,NEWSLETTER,,9924,9440,484,4208,245,17,44.58,5.82,13,377.09,klaviyo,Lapsed_90d
07-15-2024,EM5343,Monthly_Newsletter_Mar,promotional,Your skin will thank you,8355,7797,558,3156,,149,40.48,30.35,158,10927.62,,lapsed_90d
2024/10/29,EM8274,Welcome_Series_1,transactional,Exclusive access just for you,6972,6401,571,2019,599,102,31.54,29.67,45,3146.61,Klaviyo,New Subscribers
05-27-2024,EM3436,abandoned_cart_1,promotional,Glow up this summer,23614,21770,1844,2606,687,19,11.97,26.36,54,4090.55,,All Subscribers
16/07/2024,EM7772,Welcome_Series_1,newsletter,48hrs only: 20% off everything,24866,,1447,3248,,151,13.87,2.92,12,276.95,Klaviyo,All Subscribers
2024-02-21,EM8552,abandoned_cart_1,newsletter,New in: Vitamin C Serum,990,936,54,17,3,7,1.82,17.65,0,0.0,KLAVIYO,Cart Abandoners
2024/05/01,EM2582,Win_Back_90Day,Promotional,48hrs only: 20% off everything,6743,5970,773,33,3,79,0.55,9.09,0,0.0,Klaviyo,VIP
2024/08/12,EM5512,Welcome_Series_2,,We miss you - here is 15% off,3520,3136,384,615,-100,,19.61,16.26,20,1459.23,mailchimp,All Subscribers
,EM9712,Abandoned_Cart_1,Promotional,Your skin will thank you,9055,8513,542,1829,56,131,21.48,3.06,5,118.39,mailchimp,
11-10-2024,EM1775,abandoned_cart_1,,Glow up this summer,17878,17429,449,6900,2404,170,39.59,34.84,452,25824.56,mailchimp,
01-21-2024,EM9892,Abandoned_Cart_2,NEWSLETTER,Your skin will thank you,14015,12960,1055,4327,1381,,33.39,31.92,172,12737.17,klaviyo,Cart Abandoners
2024-10-11,EM7858,Abandoned_Cart_1 ,transactional,We miss you - here is 15% off,,6267,352,2463,-784,69,39.3,31.83,90,5329.62,klaviyo,VIP
22-Apr-2024,EM8038,abandoned_cart_1,promotional,New in: Vitamin C Serum,4010,3769,241,,100,,15.2,17.45,3,240.35,KLAVIYO,VIP
03-Jan-2024,EM2012,abandoned_cart_1,transactional,NULL,24216,23670,546,2383,122,120,10.07,,9,413.26,,lapsed_90d
25/08/2024,EM8749,Monthly_Newsletter_Feb,Promotional,Exclusive access just for you,14780,14111,669,4129,1190,38,29.26,28.82,35,1783.22$,Klaviyo,lapsed_90d
12/12/2024,EM5479,Flash_Sale_48hr,newsletter,We miss you - here is 15% off,24510,23573,937,6650,603,6,28.21,9.07,32,2244.2,Mailchimp,
10/09/2024,EM8493,Win_Back_90Day,win_back,48hrs only: 20% off everything,15920,15058,862,3672,241,200,24.39,6.56,,701.12,KLAVIYO,VIP
2024/02/04,EM6824,Monthly_Newsletter_Feb,win_back,Your skin will thank you,14472,13044,1428,2369,611,211,18.16,25.79,7,620.12$,Mailchimp,Lapsed_90d
2024-10-01,EM1451,Abandoned_Cart_2,,Exclusive access just for you,19312,19038,274,6198,1500,271,32.56,24.2,30,1681.75,Klaviyo,lapsed_90d
2024-12-21,EM3148,abandoned_cart_1,Promotional,,11067,,447,2085,577,44,19.63,27.67 ,65,,KLAVIYO,VIP
2024/03/16,EM1428,Flash_Sale_48hr,transactional,New in: Vitamin C Serum,3054,3028,26,964,287,41,31.84,29.77,15,275.86,Dotdigital,All Subscribers
06-22-2024,EM7117,Monthly_Newsletter_Mar,,You left something behind...,19243,17863,1380,5674,728,280,31.76,,105,3637.55,,New Subscribers
10-15-2024,EM9343,,transactional,Your skin will thank you,13956,13502,454,5629,521,214,41.69 ,9.26,,1816.3,Mailchimp,Cart Abandoners
30/10/2024,EM6940,abandoned_cart_1,,Your skin will thank you,21748,20237,1511,766,167,234,3.79,21.8,5,131.05,,
